DATE,TXS,FEE_PAYERS,DEX
2023-03-28,248,8,Saber
2023-03-28,2758,5,Lifinity
2023-03-28,35,11,Mercurial
2023-03-28,1529324,9916,Jupiter Aggregator
2023-03-28,172,53,Serum
2023-03-28,1872,28,Aldrin
2023-03-28,2092375,149,Openbook
2023-03-28,235,4,Step Finance
2023-03-28,24561,1335,Raydium
2023-03-28,12312,892,Orca
2023-03-28,12,1,Invariant
2023-03-28,8900,6273,Stepn
2023-06-09T00:00:00.000Z,1,1,Cykura
2023-06-09T00:00:00.000Z,254,5,Saber
2023-06-09T00:00:00.000Z,753,10,Aldrin
2023-06-09T00:00:00.000Z,2389935,7124,Jupiter Aggregator
2023-06-09T00:00:00.000Z,83,28,Serum
2023-06-09T00:00:00.000Z,113173,1290,Orca
2023-06-09T00:00:00.000Z,453223,91,Openbook
2023-06-09T00:00:00.000Z,271318,2080,Raydium
2023-06-09T00:00:00.000Z,7003,4826,Stepn
2023-06-09T00:00:00.000Z,507,3,Step Finance
2023-06-09T00:00:00.000Z,2,2,Mercurial
2023-06-09T00:00:00.000Z,225,1,GooseFX
2023-06-09T00:00:00.000Z,2366,5,Lifinity
2023-04-13,84197,1,GooseFX
2023-04-13,1,1,Mango Markets
2023-04-13,1892,21,Aldrin
2023-04-13,2863198,171,Openbook
2023-04-13,16,2,Invariant
2023-04-13,20529,1091,Orca
2023-04-13,3,1,Cykura
2023-04-13,14,9,Mercurial
2023-04-13,9766,6388,Stepn
2023-04-13,1457,4,Step Finance
2023-04-13,4777,4,Lifinity
2023-04-13,316,9,Saber
2023-04-13,56432,1524,Raydium
2023-04-13,214,67,Serum
2023-04-13,1907340,9120,Jupiter Aggregator
2023-03-09,1476,28,Aldrin
2023-03-09,200375,10708,Jupiter Aggregator
2023-03-09,216,13,Saber
2023-03-09,1102419,173,Openbook
2023-03-09,34965,1546,Raydium
2023-03-09,81646,3,GooseFX
2023-03-09,21,10,Mercurial
2023-03-09,757,6,Lifinity
2023-03-09,9,3,Invariant
2023-03-09,18373,1163,Orca
2023-03-09,10810,7377,Stepn
2023-03-09,1,1,Mango Markets
2023-03-09,79,39,Serum
2023-03-09,94,4,Step Finance
2023-02-18,1039840,221,Openbook
2023-02-18,25595,2117,Raydium
2023-02-18,43,5,Lifinity
2023-02-18,183926,11347,Jupiter Aggregator
2023-02-18,70,16,Saber
2023-02-18,188,64,Serum
2023-02-18,15,12,Mercurial
2023-02-18,14980,10640,Stepn
2023-02-18,14,3,Step Finance
2023-02-18,14255,1430,Orca
2023-02-18,6,2,Invariant
2023-02-18,2682,40,Aldrin
2023-02-18,82073,1,GooseFX
2023-09-21T00:00:00.000Z,3049,4,Invariant
2023-09-21T00:00:00.000Z,4,1,Mango Markets
2023-09-21T00:00:00.000Z,250,4,Aldrin
2023-09-21T00:00:00.000Z,387,8,Saber
2023-09-21T00:00:00.000Z,27746,1001,Raydium
2023-09-21T00:00:00.000Z,1853,4,Lifinity
2023-09-21T00:00:00.000Z,4,4,Mercurial
2023-09-21T00:00:00.000Z,19,2,Step Finance
2023-09-21T00:00:00.000Z,741273,5453,Jupiter Aggregator
2023-09-21T00:00:00.000Z,231013,3280,Orca
2023-09-21T00:00:00.000Z,299375,86,Openbook
2023-09-21T00:00:00.000Z,143,25,Serum
2023-09-21T00:00:00.000Z,4854,3262,Stepn
2023-04-21,662,17,Aldrin
2023-04-21,55610,1568,Raydium
2023-04-21,187,10,Saber
2023-04-21,2361,5,Lifinity
2023-04-21,1853077,161,Openbook
2023-04-21,29,23,Mercurial
2023-04-21,19192,1819,Orca
2023-04-21,266,42,Serum
2023-04-21,8788,5853,Stepn
2023-04-21,19,8,Invariant
2023-04-21,84495,1,GooseFX
2023-04-21,734,4,Step Finance
2023-04-21,1541613,9861,Jupiter Aggregator
2023-07-24T00:00:00.000Z,332844,123,Openbook
2023-07-24T00:00:00.000Z,5,5,Mercurial
2023-07-24T00:00:00.000Z,65392,1021,Orca
2023-07-24T00:00:00.000Z,1,1,Mango Markets
2023-07-24T00:00:00.000Z,296,99,Serum
2023-07-24T00:00:00.000Z,1239,4,Lifinity
2023-07-24T00:00:00.000Z,170,3,Aldrin
2023-07-24T00:00:00.000Z,123,5,Saber
2023-07-24T00:00:00.000Z,2067395,6828,Jupiter Aggregator
2023-07-24T00:00:00.000Z,125,3,Step Finance
2023-07-24T00:00:00.000Z,30191,1224,Raydium
2023-07-24T00:00:00.000Z,6423,4426,Stepn
2023-07-01T00:00:00.000Z,30030,1290,Raydium
2023-07-01T00:00:00.000Z,4,3,Mercurial
2023-07-01T00:00:00.000Z,279,7,Saber
2023-07-01T00:00:00.000Z,119,3,Step Finance
2023-07-01T00:00:00.000Z,341092,90,Openbook
2023-07-01T00:00:00.000Z,3,2,Mango Markets
2023-07-01T00:00:00.000Z,235,1,GooseFX
2023-07-01T00:00:00.000Z,704,10,Aldrin
2023-07-01T00:00:00.000Z,6063,4138,Stepn
2023-07-01T00:00:00.000Z,3,1,Invariant
2023-07-01T00:00:00.000Z,1877203,5978,Jupiter Aggregator
2023-07-01T00:00:00.000Z,57666,870,Orca
2023-07-01T00:00:00.000Z,97,26,Serum
2023-07-01T00:00:00.000Z,480,4,Lifinity
2023-08-05T00:00:00.000Z,352,8,Saber
2023-08-05T00:00:00.000Z,1,1,Mercurial
2023-08-05T00:00:00.000Z,33803,1922,Raydium
2023-08-05T00:00:00.000Z,937155,7134,Jupiter Aggregator
2023-08-05T00:00:00.000Z,61,1,Aldrin
2023-08-05T00:00:00.000Z,227670,117,Openbook
2023-08-05T00:00:00.000Z,91,2,Lifinity
2023-08-05T00:00:00.000Z,5043,3424,Stepn
2023-08-05T00:00:00.000Z,40,16,Serum
2023-08-05T00:00:00.000Z,48,2,Step Finance
2023-08-05T00:00:00.000Z,54232,1117,Orca
2023-05-31T00:00:00.000Z,77460,1,GooseFX
2023-05-31T00:00:00.000Z,2786967,138,Openbook
2023-05-31T00:00:00.000Z,1,1,Cykura
2023-05-31T00:00:00.000Z,17,2,Invariant
2023-05-31T00:00:00.000Z,993,4,Step Finance
2023-05-31T00:00:00.000Z,817,12,Aldrin
2023-05-31T00:00:00.000Z,915,7,Lifinity
2023-05-31T00:00:00.000Z,45241,1263,Orca
2023-05-31T00:00:00.000Z,107,41,Serum
2023-05-31T00:00:00.000Z,4,1,Mango Markets
2023-05-31T00:00:00.000Z,1985168,9079,Jupiter Aggregator
2023-05-31T00:00:00.000Z,7415,5090,Stepn
2023-05-31T00:00:00.000Z,392,10,Saber
2023-05-31T00:00:00.000Z,141849,2186,Raydium
2023-08-24T00:00:00.000Z,66,1,Aldrin
2023-08-24T00:00:00.000Z,1093398,6256,Jupiter Aggregator
2023-08-24T00:00:00.000Z,18191,1200,Raydium
2023-08-24T00:00:00.000Z,133,5,Invariant
2023-08-24T00:00:00.000Z,345,3,Step Finance
2023-08-24T00:00:00.000Z,374430,71,Openbook
2023-08-24T00:00:00.000Z,117,24,Serum
2023-08-24T00:00:00.000Z,1976,3,Lifinity
2023-08-24T00:00:00.000Z,4743,3278,Stepn
2023-08-24T00:00:00.000Z,129,6,Saber
2023-08-24T00:00:00.000Z,49934,1214,Orca
2022-09-24,217,45,Saber
2022-09-24,15,4,Cykura
2022-09-24,11047,1322,Orca
2022-09-24,4948624,550,Serum
2022-09-24,447,2,Invariant
2022-09-24,19270,12828,Stepn
2022-09-24,94761,9209,Jupiter Aggregator
2022-09-24,124,36,Mercurial
2022-09-24,3622759,424,Mango Markets
2022-09-24,48688,2117,Raydium
2022-09-24,5635,83,Aldrin
2022-09-24,651,7,Lifinity
2022-09-24,2,2,Crema
2022-09-24,29,5,Step Finance
2022-09-24,83379,7,GooseFX
2023-06-13T00:00:00.000Z,2772,1987,Stepn
2023-06-13T00:00:00.000Z,371,2,Step Finance
2023-06-13T00:00:00.000Z,916,8,Lifinity
2023-06-13T00:00:00.000Z,148,25,Serum
2023-06-13T00:00:00.000Z,107,5,Saber
2023-06-13T00:00:00.000Z,7,5,Mercurial
2023-06-13T00:00:00.000Z,703,8,Aldrin
2023-06-13T00:00:00.000Z,501444,110,Openbook
2023-06-13T00:00:00.000Z,228,1,GooseFX
2023-06-13T00:00:00.000Z,100164,856,Orca
2023-06-13T00:00:00.000Z,2690462,6012,Jupiter Aggregator
2023-06-13T00:00:00.000Z,19,3,Invariant
2023-06-13T00:00:00.000Z,54827,1234,Raydium
2023-08-15T00:00:00.000Z,61410,1080,Orca
2023-08-15T00:00:00.000Z,283713,90,Openbook
2023-08-15T00:00:00.000Z,28,15,Serum
2023-08-15T00:00:00.000Z,1,1,Mango Markets
2023-08-15T00:00:00.000Z,1116045,7277,Jupiter Aggregator
2023-08-15T00:00:00.000Z,3,3,Mercurial
2023-08-15T00:00:00.000Z,24925,1258,Raydium
2023-08-15T00:00:00.000Z,2134,4,Lifinity
2023-08-15T00:00:00.000Z,5731,3767,Stepn
2023-08-15T00:00:00.000Z,30,3,Step Finance
2023-08-15T00:00:00.000Z,34,2,Invariant
2023-08-15T00:00:00.000Z,98,7,Saber
2023-08-15T00:00:00.000Z,197,1,Aldrin
2023-05-15,2568586,237,Openbook
2023-05-15,685,25,Serum
2023-05-15,524,4,Step Finance
2023-05-15,246,8,Saber
2023-05-15,9,4,Mercurial
2023-05-15,9,3,Invariant
2023-05-15,6,2,Mango Markets
2023-05-15,32845,1325,Orca
2023-05-15,1,1,Cykura
2023-05-15,2061966,13875,Jupiter Aggregator
2023-05-15,226,1,GooseFX
2023-05-15,294895,3765,Raydium
2023-05-15,1808,22,Aldrin
2023-05-15,994,5,Lifinity
2023-05-15,6909,4755,Stepn
2022-11-08,72219,5,GooseFX
2022-11-08,7027,110,Aldrin
2022-11-08,656,4,Invariant
2022-11-08,1772,55,Saber
2022-11-08,131,8,Mango Markets
2022-11-08,27420,18091,Stepn
2022-11-08,217,3,Step Finance
2022-11-08,42758,2077,Orca
2022-11-08,101,64,Mercurial
2022-11-08,375950,14574,Jupiter Aggregator
2022-11-08,4,3,Cykura
2022-11-08,4271612,1260,Serum
2022-11-08,96217,3083,Raydium
2022-11-08,2424,10,Lifinity
2023-02-11,90314,9672,Jupiter Aggregator
2023-02-11,70,19,Saber
2023-02-11,25,19,Mercurial
2023-02-11,137,62,Serum
2023-02-11,20,3,Step Finance
2023-02-11,10385,1157,Orca
2023-02-11,43,3,Lifinity
2023-02-11,2756,26,Aldrin
2023-02-11,707511,210,Openbook
2023-02-11,65983,2043,Raydium
2023-02-11,2,1,Cykura
2023-02-11,9954,6765,Stepn
2023-02-11,83369,2,GooseFX
2023-08-01T00:00:00.000Z,5499,3788,Stepn
2023-08-01T00:00:00.000Z,206,11,Saber
2023-08-01T00:00:00.000Z,4,1,Invariant
2023-08-01T00:00:00.000Z,1908238,7194,Jupiter Aggregator
2023-08-01T00:00:00.000Z,308005,141,Openbook
2023-08-01T00:00:00.000Z,58912,1007,Orca
2023-08-01T00:00:00.000Z,124,35,Serum
2023-08-01T00:00:00.000Z,4,3,Mercurial
2023-08-01T00:00:00.000Z,29400,1283,Raydium
2023-08-01T00:00:00.000Z,144,3,Step Finance
2023-08-01T00:00:00.000Z,238,3,Lifinity
2023-08-01T00:00:00.000Z,111,2,Aldrin
2022-12-06,112,3,Step Finance
2022-12-06,922,53,Aldrin
2022-12-06,6029,754,Orca
2022-12-06,183,10,Lifinity
2022-12-06,14015,9272,Stepn
2022-12-06,32,18,Mercurial
2022-12-06,16,1,Invariant
2022-12-06,2773,245,Serum
2022-12-06,84390,1,GooseFX
2022-12-06,326054,75,Openbook
2022-12-06,12073,1050,Raydium
2022-12-06,160,15,Saber
2022-12-06,144998,6528,Jupiter Aggregator
2022-12-09,3324,56,Aldrin
2022-12-09,90,18,Saber
2022-12-09,4,1,Cykura
2022-12-09,102208,6563,Jupiter Aggregator
2022-12-09,95,6,Lifinity
2022-12-09,71,4,Step Finance
2022-12-09,2,1,Mango Markets
2022-12-09,84232,1,GooseFX
2022-12-09,357345,70,Openbook
2022-12-09,12646,933,Raydium
2022-12-09,4904,714,Orca
2022-12-09,13793,9142,Stepn
2022-12-09,1297,183,Serum
2022-12-09,57,27,Mercurial
2022-12-09,15,4,Invariant
2023-07-13T00:00:00.000Z,721292,124,Openbook
2023-07-13T00:00:00.000Z,87680,1875,Orca
2023-07-13T00:00:00.000Z,5,2,Invariant
2023-07-13T00:00:00.000Z,3,2,Mercurial
2023-07-13T00:00:00.000Z,35318,1299,Raydium
2023-07-13T00:00:00.000Z,3624630,9178,Jupiter Aggregator
2023-07-13T00:00:00.000Z,668,9,Saber
2023-07-13T00:00:00.000Z,113,81,Serum
2023-07-13T00:00:00.000Z,2752,5,Lifinity
2023-07-13T00:00:00.000Z,43,1,GooseFX
2023-07-13T00:00:00.000Z,1,1,Cykura
2023-07-13T00:00:00.000Z,425,3,Step Finance
2023-07-13T00:00:00.000Z,7998,5299,Stepn
2023-07-13T00:00:00.000Z,492,5,Aldrin
2022-10-16,6163,901,Orca
2022-10-16,9,1,Mango Markets
2022-10-16,3958,63,Aldrin
2022-10-16,41,9,Invariant
2022-10-16,2673819,593,Serum
2022-10-16,2,2,Crema
2022-10-16,38265,1557,Raydium
2022-10-16,91,8,Step Finance
2022-10-16,53335,7022,Jupiter Aggregator
2022-10-16,61,25,Saber
2022-10-16,85056,2,GooseFX
2022-10-16,29587,17187,Stepn
2022-10-16,10,6,Cykura
2022-10-16,212,6,Lifinity
2022-10-16,26,19,Mercurial
2022-11-02,82607,3,GooseFX
2022-11-02,5233,62,Aldrin
2022-11-02,18620,1006,Orca
2022-11-02,167,32,Saber
2022-11-02,17092,11186,Stepn
2022-11-02,86,4,Step Finance
2022-11-02,273,4,Invariant
2022-11-02,112746,7447,Jupiter Aggregator
2022-11-02,4335941,739,Serum
2022-11-02,54516,1637,Raydium
2022-11-02,35,23,Mercurial
2022-11-02,2797,9,Lifinity
2022-11-02,18,3,Mango Markets
2023-04-03,271,10,Saber
2023-04-03,1390,31,Aldrin
2023-04-03,2942,7,Lifinity
2023-04-03,17215,878,Orca
2023-04-03,4,2,Mango Markets
2023-04-03,84585,2,GooseFX
2023-04-03,3545405,188,Openbook
2023-04-03,16,11,Mercurial
2023-04-03,3,3,Invariant
2023-04-03,9306,6114,Stepn
2023-04-03,504,4,Step Finance
2023-04-03,27006,1287,Raydium
2023-04-03,1530254,8773,Jupiter Aggregator
2023-04-03,82,43,Serum
2022-10-24,37728,1745,Raydium
2022-10-24,22,4,Step Finance
2022-10-24,2563,8,Lifinity
2022-10-24,5788046,565,Serum
2022-10-24,6833,852,Orca
2022-10-24,113,5,Invariant
2022-10-24,3,2,Crema
2022-10-24,20143,13092,Stepn
2022-10-24,122,35,Saber
2022-10-24,27,23,Mercurial
2022-10-24,60391,7171,Jupiter Aggregator
2022-10-24,4506,60,Aldrin
2022-10-24,34,3,Mango Markets
2022-10-24,85406,2,GooseFX
2022-12-26,119053,9264,Jupiter Aggregator
2022-12-26,21,16,Mercurial
2022-12-26,14715,10473,Stepn
2022-12-26,24276,1008,Raydium
2022-12-26,34,4,Step Finance
2022-12-26,1950,39,Aldrin
2022-12-26,84641,2,GooseFX
2022-12-26,81,16,Saber
2022-12-26,846,139,Serum
2022-12-26,7,3,Invariant
2022-12-26,10364,990,Orca
2022-12-26,110,5,Lifinity
2022-12-26,325275,104,Openbook
2023-05-01,1559015,141,Openbook
2023-05-01,1,1,Cykura
2023-05-01,83267,1,GooseFX
2023-05-01,23,9,Mercurial
2023-05-01,104,37,Serum
2023-05-01,1999,25,Aldrin
2023-05-01,10097,6866,Stepn
2023-05-01,2111,7,Lifinity
2023-05-01,2,1,Invariant
2023-05-01,1733214,13435,Jupiter Aggregator
2023-05-01,15085,1704,Orca
2023-05-01,1106,4,Step Finance
2023-05-01,24240,1720,Raydium
2023-05-01,499,6,Saber
2023-05-30,7539,4954,Stepn
2023-05-30,157,25,Serum
2023-05-30,189,7,Saber
2023-05-30,144135,2177,Raydium
2023-05-30,59,7,Invariant
2023-05-30,1769329,10715,Jupiter Aggregator
2023-05-30,1121,4,Step Finance
2023-05-30,818009,131,Openbook
2023-05-30,813,17,Aldrin
2023-05-30,4,4,Mercurial
2023-05-30,2,1,Mango Markets
2023-05-30,103638,1229,Orca
2023-05-30,81941,1,GooseFX
2023-05-30,711,6,Lifinity
2023-03-25,1718195,8207,Jupiter Aggregator
2023-03-25,138,48,Serum
2023-03-25,287,9,Saber
2023-03-25,2176,34,Aldrin
2023-03-25,38,4,Step Finance
2023-03-25,1,1,Mango Markets
2023-03-25,10,5,Mercurial
2023-03-25,3532327,129,Openbook
2023-03-25,84956,1,GooseFX
2023-03-25,8822,5891,Stepn
2023-03-25,2368,6,Lifinity
2023-03-25,12441,818,Orca
2023-03-25,23085,1121,Raydium
2022-10-26,13652,1079,Orca
2022-10-26,5012,65,Aldrin
2022-10-26,20164,13167,Stepn
2022-10-26,3248,7,Lifinity
2022-10-26,38,3,Step Finance
2022-10-26,98133,7957,Jupiter Aggregator
2022-10-26,49296,1785,Raydium
2022-10-26,1,1,Cykura
2022-10-26,25,2,Mango Markets
2022-10-26,84346,1,GooseFX
2022-10-26,5077981,535,Serum
2022-10-26,43,31,Mercurial
2022-10-26,85,5,Invariant
2022-10-26,139,42,Saber
2023-08-17T00:00:00.000Z,2651967,7051,Jupiter Aggregator
2023-08-17T00:00:00.000Z,87454,1436,Orca
2023-08-17T00:00:00.000Z,157,3,Step Finance
2023-08-17T00:00:00.000Z,6340,4210,Stepn
2023-08-17T00:00:00.000Z,2,1,Mango Markets
2023-08-17T00:00:00.000Z,27865,1290,Raydium
2023-08-17T00:00:00.000Z,510,106,Serum
2023-08-17T00:00:00.000Z,3049,4,Lifinity
2023-08-17T00:00:00.000Z,379,7,Saber
2023-08-17T00:00:00.000Z,417,1,Aldrin
2023-08-17T00:00:00.000Z,352683,124,Openbook
2023-08-17T00:00:00.000Z,5,5,Mercurial
2023-08-17T00:00:00.000Z,27,3,Invariant
2023-06-21T00:00:00.000Z,3583952,6549,Jupiter Aggregator
2023-06-21T00:00:00.000Z,171,4,Saber
2023-06-21T00:00:00.000Z,458,3,Lifinity
2023-06-21T00:00:00.000Z,233,1,GooseFX
2023-06-21T00:00:00.000Z,5,2,Cykura
2023-06-21T00:00:00.000Z,1,1,Mercurial
2023-06-21T00:00:00.000Z,208,94,Serum
2023-06-21T00:00:00.000Z,56,3,Step Finance
2023-06-21T00:00:00.000Z,477303,99,Openbook
2023-06-21T00:00:00.000Z,4,1,Mango Markets
2023-06-21T00:00:00.000Z,13,1,Invariant
2023-06-21T00:00:00.000Z,55680,1294,Raydium
2023-06-21T00:00:00.000Z,57082,940,Orca
2023-06-21T00:00:00.000Z,341,10,Aldrin
2023-06-21T00:00:00.000Z,6783,4708,Stepn
2022-10-23,99,2,Invariant
2022-10-23,99,28,Saber
2022-10-23,21074,13389,Stepn
2022-10-23,1,1,Cykura
2022-10-23,37166,1450,Raydium
2022-10-23,23,19,Mercurial
2022-10-23,7448,841,Orca
2022-10-23,16,2,Mango Markets
2022-10-23,2621,5,Lifinity
2022-10-23,3850449,380,Serum
2022-10-23,4488,79,Aldrin
2022-10-23,84282,2,GooseFX
2022-10-23,53286,6364,Jupiter Aggregator
2022-10-23,37,4,Step Finance
2023-09-24T00:00:00.000Z,69,1,Aldrin
2023-09-24T00:00:00.000Z,120,40,Serum
2023-09-24T00:00:00.000Z,3,3,Mercurial
2023-09-24T00:00:00.000Z,1530,3,Lifinity
2023-09-24T00:00:00.000Z,2868,4,Invariant
2023-09-24T00:00:00.000Z,129,6,Saber
2023-09-24T00:00:00.000Z,18486,817,Raydium
2023-09-24T00:00:00.000Z,5165,3512,Stepn
2023-09-24T00:00:00.000Z,457677,4878,Jupiter Aggregator
2023-09-24T00:00:00.000Z,98527,1828,Orca
2023-09-24T00:00:00.000Z,31,4,Step Finance
2023-09-24T00:00:00.000Z,260368,61,Openbook
2023-03-20,553,11,Saber
2023-03-20,10777,6830,Stepn
2023-03-20,114,72,Serum
2023-03-20,45601,1655,Raydium
2023-03-20,10,10,Mercurial
2023-03-20,5335418,9832,Jupiter Aggregator
2023-03-20,1923,32,Aldrin
2023-03-20,1040,6,Step Finance
2023-03-20,83605,2,GooseFX
2023-03-20,1,1,Cykura
2023-03-20,26433,1213,Orca
2023-03-20,1057352,190,Openbook
2023-03-20,7014,5,Lifinity
2023-09-04T00:00:00.000Z,28,1,Aldrin
2023-09-04T00:00:00.000Z,37670,961,Orca
2023-09-04T00:00:00.000Z,31,11,Serum
2023-09-04T00:00:00.000Z,656426,4715,Jupiter Aggregator
2023-09-04T00:00:00.000Z,280893,65,Openbook
2023-09-04T00:00:00.000Z,2651,2,Invariant
2023-09-04T00:00:00.000Z,87,6,Saber
2023-09-04T00:00:00.000Z,1676,4,Lifinity
2023-09-04T00:00:00.000Z,20928,925,Raydium
2023-09-04T00:00:00.000Z,97,2,Step Finance
2023-09-04T00:00:00.000Z,4787,3319,Stepn
2023-09-04T00:00:00.000Z,2,1,Mango Markets
2023-09-04T00:00:00.000Z,2,2,Mercurial
2023-01-30,11380,7728,Stepn
2023-01-30,21,3,Invariant
2023-01-30,81739,2,GooseFX
2023-01-30,118670,3845,Raydium
2023-01-30,173,72,Serum
2023-01-30,257974,14533,Jupiter Aggregator
2023-01-30,199,6,Lifinity
2023-01-30,32,22,Mercurial
2023-01-30,35,3,Step Finance
2023-01-30,3281,56,Aldrin
2023-01-30,56,16,Saber
2023-01-30,1025631,333,Openbook
2023-01-30,18294,1535,Orca
2023-10-01T00:00:00.000Z,81,2,Step Finance
2023-10-01T00:00:00.000Z,1,1,Mango Markets
2023-10-01T00:00:00.000Z,2508,3,Lifinity
2023-10-01T00:00:00.000Z,282487,103,Openbook
2023-10-01T00:00:00.000Z,270,15,Saber
2023-10-01T00:00:00.000Z,126,41,Serum
2023-10-01T00:00:00.000Z,2606,3,Invariant
2023-10-01T00:00:00.000Z,855912,6242,Jupiter Aggregator
2023-10-01T00:00:00.000Z,51935,2684,Orca
2023-10-01T00:00:00.000Z,260,2,Aldrin
2023-10-01T00:00:00.000Z,5701,3803,Stepn
2023-10-01T00:00:00.000Z,46445,1504,Raydium
2023-09-27T00:00:00.000Z,446789,5053,Jupiter Aggregator
2023-09-27T00:00:00.000Z,4587,3129,Stepn
2023-09-27T00:00:00.000Z,22,3,Step Finance
2023-09-27T00:00:00.000Z,51486,1185,Raydium
2023-09-27T00:00:00.000Z,50025,3204,Orca
2023-09-27T00:00:00.000Z,1,1,Mercurial
2023-09-27T00:00:00.000Z,223,6,Aldrin
2023-09-27T00:00:00.000Z,306124,62,Openbook
2023-09-27T00:00:00.000Z,2845,4,Invariant
2023-09-27T00:00:00.000Z,147,44,Serum
2023-09-27T00:00:00.000Z,1956,3,Lifinity
2023-09-27T00:00:00.000Z,596,6,Saber
2023-07-31T00:00:00.000Z,1478476,7576,Jupiter Aggregator
2023-07-31T00:00:00.000Z,21204,1703,Raydium
2023-07-31T00:00:00.000Z,297,2,Step Finance
2023-07-31T00:00:00.000Z,92,3,Lifinity
2023-07-31T00:00:00.000Z,104,39,Serum
2023-07-31T00:00:00.000Z,8,4,Invariant
2023-07-31T00:00:00.000Z,10,2,Mercurial
2023-07-31T00:00:00.000Z,122,15,Saber
2023-07-31T00:00:00.000Z,281888,196,Openbook
2023-07-31T00:00:00.000Z,102,1,Aldrin
2023-07-31T00:00:00.000Z,72975,1106,Orca
2023-07-31T00:00:00.000Z,2,1,Mango Markets
2023-07-31T00:00:00.000Z,5599,3892,Stepn
2022-11-19,6,3,Invariant
2022-11-19,4096,68,Aldrin
2022-11-19,305053,49,Openbook
2022-11-19,7,3,Mango Markets
2022-11-19,375,37,Saber
2022-11-19,18995,11591,Stepn
2022-11-19,47,26,Mercurial
2022-11-19,485,6,Lifinity
2022-11-19,82389,1,GooseFX
2022-11-19,5807,387,Serum
2022-11-19,168428,6993,Jupiter Aggregator
2022-11-19,8772,918,Orca
2022-11-19,7385,1248,Raydium
2022-11-19,61,4,Step Finance
2022-11-19,9,1,Cykura
2023-01-15,16276,10544,Stepn
2023-01-15,2,2,Cykura
2023-01-15,348873,417,Openbook
2023-01-15,33183,1960,Orca
2023-01-15,84280,6839,Raydium
2023-01-15,64,30,Mercurial
2023-01-15,278,5,Lifinity
2023-01-15,2,1,Invariant
2023-01-15,363,5,Step Finance
2023-01-15,309,23,Saber
2023-01-15,573057,19800,Jupiter Aggregator
2023-01-15,3471,55,Aldrin
2023-01-15,84334,1,GooseFX
2023-01-15,612,185,Serum
2023-03-01,29,13,Mercurial
2023-03-01,11593,1167,Orca
2023-03-01,870829,235,Openbook
2023-03-01,150,55,Serum
2023-03-01,68,3,Step Finance
2023-03-01,10951,7422,Stepn
2023-03-01,19890,1692,Raydium
2023-03-01,2,2,Invariant
2023-03-01,81540,1,GooseFX
2023-03-01,61,10,Saber
2023-03-01,2706,42,Aldrin
2023-03-01,113601,9534,Jupiter Aggregator
2023-03-01,381,7,Lifinity
2023-07-16T00:00:00.000Z,240,5,Aldrin
2023-07-16T00:00:00.000Z,165,32,Serum
2023-07-16T00:00:00.000Z,77140,1616,Orca
2023-07-16T00:00:00.000Z,27902,1071,Raydium
2023-07-16T00:00:00.000Z,2604186,7204,Jupiter Aggregator
2023-07-16T00:00:00.000Z,5,2,Cykura
2023-07-16T00:00:00.000Z,219,10,Saber
2023-07-16T00:00:00.000Z,6029,4121,Stepn
2023-07-16T00:00:00.000Z,460422,100,Openbook
2023-07-16T00:00:00.000Z,1,1,Mango Markets
2023-07-16T00:00:00.000Z,248,3,Step Finance
2023-07-16T00:00:00.000Z,2722,5,Lifinity
2023-05-09,1857,24,Aldrin
2023-05-09,219,1,GooseFX
2023-05-09,208,61,Serum
2023-05-09,19647,1683,Orca
2023-05-09,285,10,Saber
2023-05-09,6,3,Invariant
2023-05-09,9220,6118,Stepn
2023-05-09,509,4,Lifinity
2023-05-09,8129651,18303,Jupiter Aggregator
2023-05-09,404,5,Step Finance
2023-05-09,313536,6294,Raydium
2023-05-09,2010095,236,Openbook
2023-05-09,12,5,Mercurial
2022-10-08,4834415,476,Serum
2022-10-08,53597,1944,Raydium
2022-10-08,39452,7673,Jupiter Aggregator
2022-10-08,38,4,Step Finance
2022-10-08,7220,1050,Orca
2022-10-08,50,25,Mercurial
2022-10-08,69,9,Lifinity
2022-10-08,29376,17829,Stepn
2022-10-08,4315,58,Aldrin
2022-10-08,3031368,338,Mango Markets
2022-10-08,11,6,Cykura
2022-10-08,84,26,Saber
2022-10-08,85073,3,GooseFX
2022-10-08,11,2,Invariant
2022-10-08,4,4,Crema
2023-08-21T00:00:00.000Z,1009706,5808,Jupiter Aggregator
2023-08-21T00:00:00.000Z,5108,3524,Stepn
2023-08-21T00:00:00.000Z,222,3,Invariant
2023-08-21T00:00:00.000Z,102,5,Saber
2023-08-21T00:00:00.000Z,38,2,Step Finance
2023-08-21T00:00:00.000Z,19,19,Mercurial
2023-08-21T00:00:00.000Z,1874,4,Lifinity
2023-08-21T00:00:00.000Z,24,1,Aldrin
2023-08-21T00:00:00.000Z,50233,1248,Orca
2023-08-21T00:00:00.000Z,65,15,Serum
2023-08-21T00:00:00.000Z,379598,92,Openbook
2023-08-21T00:00:00.000Z,17404,1044,Raydium
2023-05-10,10524137,18174,Jupiter Aggregator
2023-05-10,18,7,Mercurial
2023-05-10,6912,4688,Stepn
2023-05-10,1316101,247,Openbook
2023-05-10,269484,6769,Raydium
2023-05-10,1,1,Cykura
2023-05-10,223,1,GooseFX
2023-05-10,62,1,Invariant
2023-05-10,38101,1581,Orca
2023-05-10,180,68,Serum
2023-05-10,920,5,Lifinity
2023-05-10,335,10,Saber
2023-05-10,1897,28,Aldrin
