Mint,Collection,Name,Id,Image,Howrare Url,Rank,Attribute count,Attribute count Rarity,Gender,Gender Rarity,Type,Type Rarity,Expression,Expression Rarity,Hat,Hat Rarity,Eyes,Eyes Rarity,Clothing,Clothing Rarity,Background,Background Rarity,Hair,Hair Rarity,Mustache,Mustache Rarity,Smoking,Smoking Rarity,Smoke,Smoke Rarity,Effort,Effort Rarity,Mouth,Mouth Rarity,Hand,Hand Rarity,Glove,Glove Rarity,Back,Back Rarity,Necklace,Necklace Rarity,howrare.is Rank,trait_normalized Rank,statistical_rarity Rank
2iQAG6McSumxE1csavxtCHWE1rEP4rPbcUrFs2MfDXRb,Mad Lads,Mad Lads #3155,3155,https://madlads.s3.us-west-2.amazonaws.com/images/3155.png,https://howrare.is/madlads/3155,56,9,22.75,Male,85.74,Dark,27.93,Smile,14.84,None,68.34,Brown,16.77,Vitalik,0.91,Yellow,9.28,Kent,4.18,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Tommygun,0.06,Brown,13.48,None,96.86,None,99.91,56,47,1136
9rm4o564ce6NCCuXQyrRTXEkZroDuaDNxNUDKyPHoxwg,Mad Lads,Mad Lads #8551,8551,https://madlads.s3.us-west-2.amazonaws.com/images/8551.png,https://howrare.is/madlads/8551,57,9,22.75,Male,85.74,Light,53.41,Serious,19.55,None,68.34,Blue,17.10,Classic,0.88,Red,9.85,Buzzcut,4.31,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Tommygun,0.06,Brown,13.48,None,96.86,None,99.91,57,48,1427
9CYr1faNuNbx9xTcFLYohjpiy42zb1hNtAEtuv89CVUy,Mad Lads,Mad Lads #3583,3583,https://madlads.s3.us-west-2.amazonaws.com/images/3583.png,https://howrare.is/madlads/3583,58,9,22.75,Female,9.60,Light,53.41,Cheeky,0.61,None,68.34,Closed,15.98,Noir Dress,0.87,Green,9.78,Dragon Bangs,0.40,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,Anchor,0.09,58,46,111
6x5wR3E78kP55jFbmErcS2Y3aH24jSyCXqNsLF6suNvb,Mad Lads,Mad Lads #8300,8300,https://madlads.s3.us-west-2.amazonaws.com/images/8300.png,https://howrare.is/madlads/8300,59,11,3.00,Male,85.74,Light,53.41,Shocked,13.61,None,68.34,Blue,17.10,Daredevil,1.62,Violet,9.30,Pompadour,4.47,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Golden Broomhandle,0.06,Brown,13.48,None,96.86,None,99.91,59,37,790
eLh6JZYA8hyXG3bfk8vX4kiKaojbrX3tQE49f8wJbus,Mad Lads,Mad Lads #5160,5160,https://madlads.s3.us-west-2.amazonaws.com/images/5160.png,https://howrare.is/madlads/5160,60,10,8.83,Male,85.74,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Fancy Overall,2.26,Purple,9.67,Pompadour,4.47,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Golden Cigarette,0.06,Yellow,1.95,None,96.86,None,99.91,60,34,807
BBPz2a3KAsZEBoVhMfKQpXffFq5hbiGLcmjSZhbNGUb2,Mad Lads,Mad Lads #8519,8519,https://madlads.s3.us-west-2.amazonaws.com/images/8519.png,https://howrare.is/madlads/8519,61,11,3.00,Male,85.74,Dark,27.93,Shocked,13.61,None,68.34,Blue,17.10,Tanktop,1.86,Orange,9.44,Aviator,3.99,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Golden Peacemaker,0.06,Brown,13.48,None,96.86,None,99.91,61,36,686
XjGYXkbDJ2Fhag1mJUSMsRj6h7X9vHVQ2UywtoburCa,Mad Lads,Mad Lads #5527,5527,https://madlads.s3.us-west-2.amazonaws.com/images/5527.png,https://howrare.is/madlads/5527,62,11,3.00,Male,85.74,Dark,27.93,Shocked,13.61,Gambler,3.22,Blue,17.10,Fur-trimmed Jacket,2.43,Purple,9.67,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Golden Peacemaker,0.06,Brown,13.48,None,96.86,None,99.91,62,35,598
HU73YbS4swufGuDfBR4i8dBFRWCPYqoa7zdnbYHnFyEc,Mad Lads,Mad Lads #3751,3751,https://madlads.s3.us-west-2.amazonaws.com/images/3751.png,https://howrare.is/madlads/3751,63,9,22.75,Male,85.74,Dark,27.93,Serious,19.55,None,68.34,Snake,2.56,Pablo,2.03,Blue,9.70,Punk,4.01,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Peacemaker,0.06,Brown,13.48,None,96.86,None,99.91,63,44,956
3iwaGxHj71t5FnjJ1RR2SP9nKwdMYu4CRKGt4XTUpLN8,Mad Lads,Mad Lads #5256,5256,https://madlads.s3.us-west-2.amazonaws.com/images/5256.png,https://howrare.is/madlads/5256,64,11,3.00,Male,85.74,Light,53.41,Shocked,13.61,None,68.34,Green,17.48,Pinstripes,2.34,Red,9.85,Punk,4.01,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Golden Broomhandle,0.06,Brown,13.48,None,96.86,None,99.91,64,38,853
EKb3Qggr6vX4P8SB3vN98bRMHT3tiyoe15h4GxmiSn6a,Mad Lads,Mad Lads #9322,9322,https://madlads.s3.us-west-2.amazonaws.com/images/9322.png,https://howrare.is/madlads/9322,65,11,3.00,Male,85.74,Dark,27.93,Shocked,13.61,None,68.34,Green,17.48,Fur-trimmed Jacket,2.43,Blue,9.70,Pompadour,4.47,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Golden Tommygun,0.06,Brown,13.48,None,96.86,None,99.91,65,39,759
4U3MSZ7hVbTXNn3aGBB4fq6dXD741iULua9dR2LsPKTz,Mad Lads,Mad Lads #9264,9264,https://madlads.s3.us-west-2.amazonaws.com/images/9264.png,https://howrare.is/madlads/9264,66,9,22.75,Male,85.74,Light,53.41,Joy,15.37,Homburg,3.44,Closed,15.98,Solana Windsor,1.40,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Peacemaker,0.06,Brown,13.48,None,96.86,None,99.91,66,42,1222
57pcAjyP3hGv6voozMRSsFAzk8PCNN9GSwmRVLx7enM9,Mad Lads,Mad Lads #6785,6785,https://madlads.s3.us-west-2.amazonaws.com/images/6785.png,https://howrare.is/madlads/6785,67,9,22.75,Male,85.74,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Solana Tuxedo,1.44,Pink,9.54,Soft Punk,4.42,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Broomhandle,0.06,Brown,13.48,None,96.86,None,99.91,67,49,1509
74o2cNfZ8qyEPNke7wvazcJ6TaRyibdUuXae7dvYann3,Mad Lads,Mad Lads #8489,8489,https://madlads.s3.us-west-2.amazonaws.com/images/8489.png,https://howrare.is/madlads/8489,68,9,22.75,Male,85.74,Light,53.41,Joy,15.37,Gambler,3.22,Closed,15.98,Bloody Tuxedo,1.93,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Tommygun,0.06,Brown,13.48,None,96.86,None,99.91,68,41,1282
dvmeAtkrf8WWt39EhteaqzaySjWnuVrXFW7GJnBsfh2,Mad Lads,Mad Lads #4270,4270,https://madlads.s3.us-west-2.amazonaws.com/images/4270.png,https://howrare.is/madlads/4270,69,9,22.75,Male,85.74,Light,53.41,Joy,15.37,Plaid Beret,3.21,Closed,15.98,Dapper Coat,2.93,Green,9.78,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Tommygun,0.06,Brown,13.48,None,96.86,None,99.91,69,43,1417
5ekdo4NinxFNXWNg6h4JoQkBD6kB6R8Kctfr4w8PjpS4,Mad Lads,Mad Lads #3098,3098,https://madlads.s3.us-west-2.amazonaws.com/images/3098.png,https://howrare.is/madlads/3098,70,10,8.83,Female,9.60,Android,9.09,Serious,19.55,Scopes,0.96,Android,9.09,Graphic Tee,0.45,Pink,9.54,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,Red Katana,0.32,None,99.91,70,66,54
BNMHd8wEzsxyBkpCkve7U1gnY4pF7f6omuD21GL8ZnPb,Mad Lads,Mad Lads #4245,4245,https://madlads.s3.us-west-2.amazonaws.com/images/4245.png,https://howrare.is/madlads/4245,71,10,8.83,Female,9.60,Light,53.41,Mad,8.81,Scopes,0.96,Blue,17.10,Luxe,0.49,Pink,9.54,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,Red Katana,0.32,None,99.91,71,67,100
DobbhU7JSKFq9mvMdpEs46rjLXFQPCqWxJ2EYrTnYqz,Mad Lads,Mad Lads #1022,1022,https://madlads.s3.us-west-2.amazonaws.com/images/1022.png,https://howrare.is/madlads/1022,72,10,8.83,Female,9.60,Light,53.41,Cheeky,0.61,None,68.34,Closed,15.98,Punk Rock Jacket,0.42,Pink,9.54,Bouffant White,0.11,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,Avenger,1.02,White,2.22,None,96.86,None,99.91,72,90,36
2gkiKKmyEdeqSNVcVkM8CUKUtR26PrqWGknDeh7YMkCK,Mad Lads,Mad Lads #2417,2417,https://madlads.s3.us-west-2.amazonaws.com/images/2417.png,https://howrare.is/madlads/2417,73,9,22.75,Female,9.60,Light,53.41,Pout,0.78,None,68.34,Brown,16.77,Noir Dress,0.87,Grey,9.33,Bob Red,0.41,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,Anchor,0.09,73,54,189
GxNNbXeropUSVYrAyWW9ShSGefT55t4Wci5jAKGtMXvn,Mad Lads,Mad Lads #7771,7771,https://madlads.s3.us-west-2.amazonaws.com/images/7771.png,https://howrare.is/madlads/7771,74,11,3.00,Female,9.60,Light,53.41,Serious,19.55,Scopes,0.96,Brown,16.77,Black Hoodie,0.34,Pink,9.54,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,Avenger,1.02,White,2.22,None,96.86,None,99.91,74,99,49
BqZ3yfwynCT8QiPkof8UBeZjHh6ZWn8K5f3qfikG3DcR,Mad Lads,Mad Lads #5329,5329,https://madlads.s3.us-west-2.amazonaws.com/images/5329.png,https://howrare.is/madlads/5329,75,11,3.00,Female,9.60,Light,53.41,Serious,19.55,Cartwheel,0.15,Purple,0.80,Wolfsbane Dress,0.31,Grey,9.33,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Firefly,0.59,White,2.22,None,96.86,None,99.91,75,70,9
Gp4sC6kcj2qEVqT2Mqg4hm8KtUcje6gP3Y3qH4uWFFo9,Mad Lads,Mad Lads #495,495,https://madlads.s3.us-west-2.amazonaws.com/images/495.png,https://howrare.is/madlads/495,76,10,8.83,Female,9.60,Dark,27.93,Bubble Gum,0.24,None,68.34,Blue,17.10,Graphic Tee,0.45,Blue,9.70,Headband Spikes,0.29,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,Avenger,1.02,White,2.22,None,96.86,None,99.91,76,77,18
7qiS5zuZeZ8Neb4Yi1BYsjtuMDpHv5VXP9jAxGjonRk5,Mad Lads,Mad Lads #9035,9035,https://madlads.s3.us-west-2.amazonaws.com/images/9035.png,https://howrare.is/madlads/9035,77,9,22.75,Female,9.60,Android,9.09,Bubble Gum,0.24,None,68.34,Android,9.09,Starlet Dress,0.52,White,9.43,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,Red Katana,0.32,None,99.91,77,64,33
BtApej6WJYHiyeGHpaTGyfktf1WpoDbcpCzYnWgqcvs1,Mad Lads,Mad Lads #5126,5126,https://madlads.s3.us-west-2.amazonaws.com/images/5126.png,https://howrare.is/madlads/5126,78,10,8.83,Female,9.60,Light,53.41,Cheeky,0.61,Scopes,0.96,Closed,15.98,Buster,2.55,Blue,9.70,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,Backpack,2.55,None,99.91,78,86,76
BystvAXPCeYws7NcNnSLskg5szD7AZWLcNnsc4UDoMsv,Mad Lads,Mad Lads #8772,8772,https://madlads.s3.us-west-2.amazonaws.com/images/8772.png,https://howrare.is/madlads/8772,79,9,22.75,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Noir Dress,0.87,Red,9.85,Dragon Bangs,0.40,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,Anchor,0.09,79,56,398
E4SYNHn2u4JA8hQfnPY38JzBhBcZbXjb7zKKDejiZPpd,Mad Lads,Mad Lads #8358,8358,https://madlads.s3.us-west-2.amazonaws.com/images/8358.png,https://howrare.is/madlads/8358,80,9,22.75,Female,9.60,Light,53.41,Pout,0.78,None,68.34,Brown,16.77,Green Hoodie,0.11,Yellow,9.28,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,Red Katana,0.32,None,99.91,80,193,182
GgSkmMLmkMfDyBTC4ZQAcatGnWW3MZvuQrrV2HmCzFc,Mad Lads,Mad Lads #5233,5233,https://madlads.s3.us-west-2.amazonaws.com/images/5233.png,https://howrare.is/madlads/5233,81,8,13.51,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Maid Dress,0.11,Red,9.85,Long Wavy Brunette,0.34,None,95.84,None,82.76,None,72.68,None,95.34,Purple,0.35,None,82.22,None,82.22,None,96.86,None,99.91,81,216,629
H6dmyUvdZ343Sxfv7xkAMR2jQPj6dfqo2QFG4aVSkmfG,Mad Lads,Mad Lads #8395,8395,https://madlads.s3.us-west-2.amazonaws.com/images/8395.png,https://howrare.is/madlads/8395,82,8,13.51,Female,9.60,Dark,27.93,Bubble Gum,0.24,None,68.34,Blue,17.10,Lace Blouse,0.33,Violet,9.30,Headband Spikes,0.29,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,82,100,258
FV1MCqRnsFDMiDyTRQ6VoWLMrPWovuRHChqUXt2fnqgC,Mad Lads,Mad Lads #7037,7037,https://madlads.s3.us-west-2.amazonaws.com/images/7037.png,https://howrare.is/madlads/7037,83,11,3.00,Female,9.60,Light,53.41,Pout,0.78,Cartwheel,0.15,Purple,0.80,Frida Top,0.39,Grey,9.33,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,Romeo,2.14,White,2.22,None,96.86,None,99.91,83,81,5
FbzBPANFugVbGXPEv3mSHQMsQWiTFwszzK4AnnH85z27,Mad Lads,Mad Lads #7241,7241,https://madlads.s3.us-west-2.amazonaws.com/images/7241.png,https://howrare.is/madlads/7241,84,8,13.51,Female,9.60,Light,53.41,Cheeky,0.61,None,68.34,Closed,15.98,Green Hoodie,0.11,Violet,9.30,Bob Red,0.41,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,None,99.91,84,323,383
HhjxYrt4Di3oW7946Punmsm5euv2QnVurxE2kmEUbfc8,Mad Lads,Mad Lads #3458,3458,https://madlads.s3.us-west-2.amazonaws.com/images/3458.png,https://howrare.is/madlads/3458,85,8,13.51,Female,9.60,Dark,27.93,Cheeky,0.61,None,68.34,Closed,15.98,Punk Rock Jacket,0.42,Red,9.85,Bouffant White,0.11,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,None,99.91,85,151,346
35UbjvEmxTAPocmyeVTdQfroMuR4BGqxSAoLPWkfMHif,Mad Lads,Mad Lads #442,442,https://madlads.s3.us-west-2.amazonaws.com/images/442.png,https://howrare.is/madlads/442,86,8,13.51,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Green Hoodie,0.11,Blue,9.70,Enigma Bob,0.27,None,95.84,None,82.76,None,72.68,None,95.34,Yellow,0.57,None,82.22,None,82.22,None,96.86,None,99.91,86,286,673
2XHhAu5n49M1zWAD4FVKQyTDR33SRsRfLedNbQGkHaUZ,Mad Lads,Mad Lads #3536,3536,https://madlads.s3.us-west-2.amazonaws.com/images/3536.png,https://howrare.is/madlads/3536,87,11,3.00,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Green,17.48,Noir Dress,0.87,Pink,9.54,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Romeo,2.14,White,2.22,None,96.86,Anchor,0.09,87,53,86
EZFtE6oYUFJAFQKWuP4Xw2Djrg26xfzo2qxJfDoV2oau,Mad Lads,Mad Lads #9212,9212,https://madlads.s3.us-west-2.amazonaws.com/images/9212.png,https://howrare.is/madlads/9212,88,10,8.83,Female,9.60,Android,9.09,Serious,19.55,None,68.34,Android,9.09,Green Hoodie,0.11,Pink,9.54,Headband Spikes,0.29,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Avenger,1.02,White,2.22,None,96.86,None,99.91,88,319,96
6u11KwsGEuat99oCisNsq9Nci9exQwvDvgpd34ygsKgT,Mad Lads,Mad Lads #4918,4918,https://madlads.s3.us-west-2.amazonaws.com/images/4918.png,https://howrare.is/madlads/4918,89,9,22.75,Female,9.60,Light,53.41,Joy,15.37,Scopes,0.96,Closed,15.98,Black Hoodie,0.34,White,9.43,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,89,168,416
CVjVdiZU8BVy3aKc4NjanA61zDXVYtM38V48UDZDKGz4,Mad Lads,Mad Lads #2147,2147,https://madlads.s3.us-west-2.amazonaws.com/images/2147.png,https://howrare.is/madlads/2147,90,12,0.13,Male,85.74,Dark,27.93,Serious,19.55,None,68.34,Brown,16.77,Buster,2.55,Purple,9.67,Grease,4.74,None,95.84,Cigarette,16.86,Gold,0.82,None,95.34,None,90.51,Buster,0.23,Brown,13.48,Backpack,2.55,None,99.91,90,63,256
56wgSoRFN9JEQ37BvK59MbFD9wg9mf4wsHq6MieU2JKv,Mad Lads,Mad Lads #1026,1026,https://madlads.s3.us-west-2.amazonaws.com/images/1026.png,https://howrare.is/madlads/1026,91,9,22.75,Female,9.60,Light,53.41,Bubble Gum,0.24,Frida,0.74,Purple,0.80,Luxe,0.49,Yellow,9.28,Braided,0.74,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,91,91,44
J62NkaKhbRWqRh2FEM98vJrFmqBJx5vbPXyowk1jStWU,Mad Lads,Mad Lads #3763,3763,https://madlads.s3.us-west-2.amazonaws.com/images/3763.png,https://howrare.is/madlads/3763,92,8,13.51,Female,9.60,Dark,27.93,Cheeky,0.61,None,68.34,Closed,15.98,Iron Lady,0.24,Purple,9.67,Curly,0.15,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,None,99.91,92,187,322
6GVL8Zmva3TK4nCiSvPSsNEM8iqYqKrjVhtQ21v6JJzi,Mad Lads,Mad Lads #289,289,https://madlads.s3.us-west-2.amazonaws.com/images/289.png,https://howrare.is/madlads/289,93,9,22.75,Female,9.60,Light,53.41,Mad,8.81,Scopes,0.96,Green,17.48,Black Rebel Jacket,0.37,Purple,9.67,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,93,169,400
GRqQ1XyACPaW2TfRbXnQmA4tEid6rFpbXvDXDB72owCu,Mad Lads,Mad Lads #6210,6210,https://madlads.s3.us-west-2.amazonaws.com/images/6210.png,https://howrare.is/madlads/6210,94,9,22.75,Female,9.60,Light,53.41,Serious,19.55,Scopes,0.96,Blue,17.10,Black Rebel Jacket,0.37,Orange,9.44,Long Red,0.10,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,94,171,450
7zcKPVR1XhJ6yVfDUm7ccCYmvYJNyxrRzsGNnSCYo88V,Mad Lads,Mad Lads #3261,3261,https://madlads.s3.us-west-2.amazonaws.com/images/3261.png,https://howrare.is/madlads/3261,95,10,8.83,Female,9.60,Dark,27.93,Pout,0.78,None,68.34,Green,17.48,Milkmaid Dress,0.62,Red,9.85,Curly,0.15,None,95.84,None,82.76,None,72.68,None,95.34,Purple,0.35,Avenger,1.02,White,2.22,None,96.86,None,99.91,95,87,32
HPk9U1JvejqZVoK899UeQppkmXuaZtLNh3faQFN8ZsJW,Mad Lads,Mad Lads #9800,9800,https://madlads.s3.us-west-2.amazonaws.com/images/9800.png,https://howrare.is/madlads/9800,96,9,22.75,Female,9.60,Light,53.41,Bubble Gum,0.24,Cloche,0.74,Brown,16.77,Lynx Coat,0.30,Grey,9.33,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,96,101,132
Ena4y7mKjDnwyyZH3LZkPmjmZjRBEVDPKzhhmgYKvQg5,Mad Lads,Mad Lads #606,606,https://madlads.s3.us-west-2.amazonaws.com/images/606.png,https://howrare.is/madlads/606,97,10,8.83,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Green Hoodie,0.11,Orange,9.44,Headband Spikes,0.29,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Romeo,2.14,White,2.22,None,96.86,None,99.91,97,431,196
EixgMqDhNcEUrpqytxLs5qcacHnV3dFKGZiwdu6wUos2,Mad Lads,Mad Lads #298,298,https://madlads.s3.us-west-2.amazonaws.com/images/298.png,https://howrare.is/madlads/298,98,10,8.83,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Green Hoodie,0.11,Grey,9.33,Bombshell Blonde,0.35,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Avenger,1.02,White,2.22,None,96.86,None,99.91,98,371,173
GUC9WZswbxQLMepytnrcYib7xUVYhMqahzwub3r7LvHB,Mad Lads,Mad Lads #8996,8996,https://madlads.s3.us-west-2.amazonaws.com/images/8996.png,https://howrare.is/madlads/8996,99,8,13.51,Female,9.60,Dark,27.93,Bubble Gum,0.24,None,68.34,Purple,0.80,Starlet Dress,0.52,Purple,9.67,Bombshell White,0.47,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,99,116,151
9AmJYLtrBP8E8aed4W3JPGsEAQkP9znda9M8ZN5svt2z,Mad Lads,Mad Lads #3187,3187,https://madlads.s3.us-west-2.amazonaws.com/images/3187.png,https://howrare.is/madlads/3187,100,10,8.83,Female,9.60,Dark,27.93,Smile,14.84,None,68.34,Purple,0.80,Maid Dress,0.11,Grey,9.33,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Romeo,2.14,White,2.22,None,96.86,None,99.91,100,541,89
GLssJGhoTW5TsNr2exXjAxjSt6zbUyky3rSWbB4mMVhK,Mad Lads,Mad Lads #6870,6870,https://madlads.s3.us-west-2.amazonaws.com/images/6870.png,https://howrare.is/madlads/6870,101,8,13.51,Female,9.60,Android,9.09,Bubble Gum,0.24,None,68.34,Android,9.09,Graphic Tee,0.45,Blue,9.70,Bombshell Blonde,0.35,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,101,114,183
HYKj67ymsnqFKNzEP9JZRWkpQF3up744Q9w8zYnjA8Q3,Mad Lads,Mad Lads #6289,6289,https://madlads.s3.us-west-2.amazonaws.com/images/6289.png,https://howrare.is/madlads/6289,102,9,22.75,Female,9.60,Light,53.41,Cheeky,0.61,None,68.34,Closed,15.98,Punk Rock Jacket,0.42,White,9.43,Headband Soft,0.21,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,Red Katana,0.32,None,99.91,102,85,108
2a4HS94XQhMi63KtRPpC61ATByL2o12YKz3jAaZNE9j5,Mad Lads,Mad Lads #7706,7706,https://madlads.s3.us-west-2.amazonaws.com/images/7706.png,https://howrare.is/madlads/7706,103,8,13.51,Female,9.60,Dark,27.93,Bubble Gum,0.24,None,68.34,Green,17.48,Lace Blouse,0.33,White,9.43,Blunt Bangs Blonde,0.48,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,103,131,298
CtuxdAc5ALWNRrsiJrRc5ZCCHvKFJVaHLrDChSDMgx5d,Mad Lads,Mad Lads #4071,4071,https://madlads.s3.us-west-2.amazonaws.com/images/4071.png,https://howrare.is/madlads/4071,104,12,0.13,Male,85.74,Dark,27.93,Shocked,13.61,Gambler,3.22,Green,17.48,Buster,2.55,Pink,9.54,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Buster,0.23,Brown,13.48,Backpack,2.55,None,99.91,104,68,396
2tCHeipDYgKwXGPFenNivnuXtvHFET2Bk5LeqyJw1iWu,Mad Lads,Mad Lads #2595,2595,https://madlads.s3.us-west-2.amazonaws.com/images/2595.png,https://howrare.is/madlads/2595,105,12,0.13,Male,85.74,Light,53.41,Shocked,13.61,Anchor Homburg,3.54,Green,17.48,Buster,2.55,White,9.43,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Buster,0.23,Brown,13.48,Backpack,2.55,None,99.91,105,69,438
2rFqPiHCvMKNzU6C5cuKjxCsm7RGdvCyjrLtx9MLXFXz,Mad Lads,Mad Lads #5135,5135,https://madlads.s3.us-west-2.amazonaws.com/images/5135.png,https://howrare.is/madlads/5135,106,9,22.75,Female,9.60,Dark,27.93,Mad,8.81,Cartwheel,0.15,Purple,0.80,Wolfsbane Dress,0.31,Orange,9.44,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,106,113,149
EHUp2zke6xMDc2zi1QXews3QQxx75mCdvCs1zSfr5YDY,Mad Lads,Mad Lads #7370,7370,https://madlads.s3.us-west-2.amazonaws.com/images/7370.png,https://howrare.is/madlads/7370,107,12,0.13,Male,85.74,Dark,27.93,Shocked,13.61,None,68.34,Green,17.48,Buster,2.55,Green,9.78,Grey Messy,4.08,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Buster,0.23,Brown,13.48,Backpack,2.55,None,99.91,107,71,456
HygdkgVGYpJuJ1ScXhP2drHw9JG8MPxCsFXZ85F6NCFg,Mad Lads,Mad Lads #7311,7311,https://madlads.s3.us-west-2.amazonaws.com/images/7311.png,https://howrare.is/madlads/7311,108,12,0.13,Male,85.74,Light,53.41,Shocked,13.61,None,68.34,Brown,16.77,Buster,2.55,Violet,9.30,Punk,4.01,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Buster,0.23,Brown,13.48,Backpack,2.55,None,99.91,108,72,503
5YcRUjvAXtgPTts9wA3w6MRXcVNBLnZSFsPjSGyKkEX5,Mad Lads,Mad Lads #1017,1017,https://madlads.s3.us-west-2.amazonaws.com/images/1017.png,https://howrare.is/madlads/1017,109,12,0.13,Male,85.74,Light,53.41,Shocked,13.61,None,68.34,Blue,17.10,Buster,2.55,Red,9.85,French Crop,4.27,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,Buster,0.23,Brown,13.48,Backpack,2.55,None,99.91,109,74,519
