TYPE,DATE,WALLETS,DEX
Fee Payers,2023-08-05T00:00:00.000Z,7134,Jupiter Aggregator
Fee Payers,2023-08-05T00:00:00.000Z,8,Saber
Signers,2023-08-05T00:00:00.000Z,488,Openbook
Fee Payers,2023-08-05T00:00:00.000Z,2,Lifinity
Signers,2023-08-05T00:00:00.000Z,7144,Jupiter Aggregator
Fee Payers,2023-08-05T00:00:00.000Z,1117,Orca
Fee Payers,2023-08-05T00:00:00.000Z,1922,Raydium
Fee Payers,2023-08-05T00:00:00.000Z,2,Step Finance
Signers,2023-08-05T00:00:00.000Z,9452,Raydium
Fee Payers,2023-08-05T00:00:00.000Z,1,Mercurial
Fee Payers,2023-08-05T00:00:00.000Z,1,Aldrin
Fee Payers,2023-08-05T00:00:00.000Z,117,Openbook
Signers,2023-08-05T00:00:00.000Z,17,Serum
Fee Payers,2023-08-05T00:00:00.000Z,3424,Stepn
Fee Payers,2023-08-05T00:00:00.000Z,16,Serum
Signers,2023-08-05T00:00:00.000Z,4864,Orca
Signers,2023-08-05T00:00:00.000Z,2,Mercurial
Signers,2023-08-05T00:00:00.000Z,12,Saber
Signers,2023-08-05T00:00:00.000Z,2,Lifinity
Signers,2023-08-05T00:00:00.000Z,1,Aldrin
Signers,2023-08-05T00:00:00.000Z,13481,Stepn
Signers,2023-07-23T00:00:00.000Z,1,Invariant
Fee Payers,2023-07-23T00:00:00.000Z,1,Invariant
Fee Payers,2023-07-23T00:00:00.000Z,11,Saber
Fee Payers,2023-07-23T00:00:00.000Z,6207,Jupiter Aggregator
Fee Payers,2023-07-23T00:00:00.000Z,1033,Orca
Fee Payers,2023-07-23T00:00:00.000Z,3,Lifinity
Signers,2023-07-23T00:00:00.000Z,4,Step Finance
Signers,2023-07-23T00:00:00.000Z,15,Saber
Signers,2023-07-23T00:00:00.000Z,4,Mercurial
Signers,2023-07-23T00:00:00.000Z,166,Openbook
Fee Payers,2023-07-23T00:00:00.000Z,4181,Stepn
Signers,2023-07-23T00:00:00.000Z,5,Aldrin
Fee Payers,2023-07-23T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-23T00:00:00.000Z,2,Aldrin
Fee Payers,2023-07-23T00:00:00.000Z,1321,Raydium
Signers,2023-07-23T00:00:00.000Z,6393,Orca
Signers,2023-07-23T00:00:00.000Z,2324,Raydium
Signers,2023-07-23T00:00:00.000Z,6221,Jupiter Aggregator
Fee Payers,2023-07-23T00:00:00.000Z,2,Mercurial
Fee Payers,2023-07-23T00:00:00.000Z,24,Serum
Fee Payers,2023-07-23T00:00:00.000Z,82,Openbook
Signers,2023-07-23T00:00:00.000Z,3,Lifinity
Signers,2023-07-23T00:00:00.000Z,29,Serum
Signers,2023-07-23T00:00:00.000Z,16101,Stepn
Signers,2023-07-12T00:00:00.000Z,18962,Stepn
Fee Payers,2023-07-12T00:00:00.000Z,4,Invariant
Fee Payers,2023-07-12T00:00:00.000Z,3,Step Finance
Signers,2023-07-12T00:00:00.000Z,4,Invariant
Fee Payers,2023-07-12T00:00:00.000Z,1814,Orca
Signers,2023-07-12T00:00:00.000Z,9,Aldrin
Signers,2023-07-12T00:00:00.000Z,1,Cykura
Signers,2023-07-12T00:00:00.000Z,4,Mango Markets
Signers,2023-07-12T00:00:00.000Z,2029,Raydium
Fee Payers,2023-07-12T00:00:00.000Z,67,Serum
Fee Payers,2023-07-12T00:00:00.000Z,4863,Stepn
Fee Payers,2023-07-12T00:00:00.000Z,5,Lifinity
Fee Payers,2023-07-12T00:00:00.000Z,6,Saber
Signers,2023-07-12T00:00:00.000Z,5,Lifinity
Fee Payers,2023-07-12T00:00:00.000Z,5,Aldrin
Signers,2023-07-12T00:00:00.000Z,9,Saber
Signers,2023-07-12T00:00:00.000Z,1,GooseFX
Signers,2023-07-12T00:00:00.000Z,6457,Jupiter Aggregator
Signers,2023-07-12T00:00:00.000Z,91,Serum
Fee Payers,2023-07-12T00:00:00.000Z,6422,Jupiter Aggregator
Fee Payers,2023-07-12T00:00:00.000Z,1011,Raydium
Signers,2023-07-12T00:00:00.000Z,8664,Orca
Signers,2023-07-12T00:00:00.000Z,6,Mercurial
Fee Payers,2023-07-12T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-12T00:00:00.000Z,2,Mango Markets
Fee Payers,2023-07-12T00:00:00.000Z,1,Cykura
Fee Payers,2023-07-12T00:00:00.000Z,3,Mercurial
Signers,2023-07-12T00:00:00.000Z,274,Openbook
Signers,2023-07-12T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-12T00:00:00.000Z,104,Openbook
Signers,2023-01-16,30831,Stepn
Fee Payers,2023-01-16,373,Openbook
Signers,2023-01-16,32,Mercurial
Signers,2023-01-16,23075,Raydium
Fee Payers,2023-01-16,27,Saber
Fee Payers,2023-01-16,20758,Jupiter Aggregator
Fee Payers,2023-01-16,2,Mango Markets
Signers,2023-01-16,7,Step Finance
Fee Payers,2023-01-16,13,Mercurial
Signers,2023-01-16,34,Saber
Signers,2023-01-16,6,Lifinity
Signers,2023-01-16,21051,Jupiter Aggregator
Signers,2023-01-16,1534,Openbook
Fee Payers,2023-01-16,6,Lifinity
Fee Payers,2023-01-16,8247,Stepn
Fee Payers,2023-01-16,3,Invariant
Signers,2023-01-16,1,GooseFX
Signers,2023-01-16,11561,Orca
Fee Payers,2023-01-16,175,Serum
Fee Payers,2023-01-16,46,Aldrin
Signers,2023-01-16,192,Serum
Signers,2023-01-16,3,Mango Markets
Signers,2023-01-16,71,Aldrin
Fee Payers,2023-01-16,4,Step Finance
Signers,2023-01-16,3,Invariant
Fee Payers,2023-01-16,6749,Raydium
Fee Payers,2023-01-16,1843,Orca
Fee Payers,2023-01-16,1,GooseFX
Fee Payers,2023-04-10,4,Step Finance
Signers,2023-04-10,22,Aldrin
Signers,2023-04-10,5,Step Finance
Signers,2023-04-10,1,Mango Markets
Signers,2023-04-10,1,Invariant
Signers,2023-04-10,1,GooseFX
Fee Payers,2023-04-10,1,Invariant
Fee Payers,2023-04-10,826,Orca
Signers,2023-04-10,28,Mercurial
Signers,2023-04-10,13,Saber
Fee Payers,2023-04-10,20,Aldrin
Signers,2023-04-10,973,Openbook
Signers,2023-04-10,53,Serum
Signers,2023-04-10,3161,Raydium
Fee Payers,2023-04-10,1245,Raydium
Signers,2023-04-10,5462,Orca
Fee Payers,2023-04-10,7627,Jupiter Aggregator
Signers,2023-04-10,7654,Jupiter Aggregator
Fee Payers,2023-04-10,11,Mercurial
Signers,2023-04-10,7,Lifinity
Fee Payers,2023-04-10,5,Lifinity
Signers,2023-04-10,26771,Stepn
Fee Payers,2023-04-10,1,GooseFX
Fee Payers,2023-04-10,41,Serum
Fee Payers,2023-04-10,6835,Stepn
Fee Payers,2023-04-10,117,Openbook
Fee Payers,2023-04-10,1,Mango Markets
Fee Payers,2023-04-10,11,Saber
Fee Payers,2023-07-01T00:00:00.000Z,3,Mercurial
Fee Payers,2023-07-01T00:00:00.000Z,870,Orca
Signers,2023-07-01T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-01T00:00:00.000Z,7,Saber
Fee Payers,2023-07-01T00:00:00.000Z,2,Mango Markets
Signers,2023-07-01T00:00:00.000Z,1,Invariant
Fee Payers,2023-07-01T00:00:00.000Z,90,Openbook
Signers,2023-07-01T00:00:00.000Z,4,Mango Markets
Signers,2023-07-01T00:00:00.000Z,9,Mercurial
Signers,2023-07-01T00:00:00.000Z,7,Saber
Fee Payers,2023-07-01T00:00:00.000Z,5978,Jupiter Aggregator
Fee Payers,2023-07-01T00:00:00.000Z,4,Lifinity
Fee Payers,2023-07-01T00:00:00.000Z,10,Aldrin
Fee Payers,2023-07-01T00:00:00.000Z,4138,Stepn
Signers,2023-07-01T00:00:00.000Z,6199,Orca
Signers,2023-07-01T00:00:00.000Z,4,Step Finance
Signers,2023-07-01T00:00:00.000Z,246,Openbook
Signers,2023-07-01T00:00:00.000Z,5992,Jupiter Aggregator
Fee Payers,2023-07-01T00:00:00.000Z,1,Invariant
Signers,2023-07-01T00:00:00.000Z,10,Aldrin
Fee Payers,2023-07-01T00:00:00.000Z,1290,Raydium
Signers,2023-07-01T00:00:00.000Z,2085,Raydium
Fee Payers,2023-07-01T00:00:00.000Z,1,GooseFX
Signers,2023-07-01T00:00:00.000Z,28,Serum
Signers,2023-07-01T00:00:00.000Z,4,Lifinity
Fee Payers,2023-07-01T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-01T00:00:00.000Z,26,Serum
Signers,2023-07-01T00:00:00.000Z,16046,Stepn
Signers,2023-03-01,7,Lifinity
Signers,2023-03-01,4134,Raydium
Fee Payers,2023-03-01,1717,Raydium
Signers,2023-03-01,1,Mango Markets
Fee Payers,2023-03-01,1,GooseFX
Fee Payers,2023-03-01,9776,Jupiter Aggregator
Fee Payers,2023-03-01,13,Mercurial
Fee Payers,2023-03-01,1169,Orca
Signers,2023-03-01,1,GooseFX
Fee Payers,2023-03-01,44,Aldrin
Fee Payers,2023-03-01,10,Saber
Signers,2023-03-01,28917,Stepn
Fee Payers,2023-03-01,55,Serum
Fee Payers,2023-03-01,7423,Stepn
Signers,2023-03-01,5721,Orca
Signers,2023-03-01,2,Invariant
Signers,2023-03-01,5,Step Finance
Signers,2023-03-01,1613,Openbook
Fee Payers,2023-03-01,7,Lifinity
Fee Payers,2023-03-01,3,Step Finance
Signers,2023-03-01,9803,Jupiter Aggregator
Fee Payers,2023-03-01,2,Invariant
Signers,2023-03-01,50,Mercurial
Signers,2023-03-01,286,Aldrin
Signers,2023-03-01,10,Saber
Signers,2023-03-01,60,Serum
Fee Payers,2023-03-01,241,Openbook
Fee Payers,2023-03-01,1,Mango Markets
Fee Payers,2022-10-06,9134,Jupiter Aggregator
Signers,2022-10-06,39385,Serum
Fee Payers,2022-10-06,7,Step Finance
Signers,2022-10-06,41,Saber
Signers,2022-10-06,38,Lifinity
Signers,2022-10-06,861,Mango Markets
Fee Payers,2022-10-06,2,GooseFX
Signers,2022-10-06,5551,Orca
Fee Payers,2022-10-06,586,Serum
Fee Payers,2022-10-06,2189,Raydium
Fee Payers,2022-10-06,451,Mango Markets
Signers,2022-10-06,9165,Jupiter Aggregator
Fee Payers,2022-10-06,6,Cykura
Fee Payers,2022-10-06,4,Crema
Fee Payers,2022-10-06,13,Lifinity
Signers,2022-10-06,78319,Stepn
Fee Payers,2022-10-06,16497,Stepn
Fee Payers,2022-10-06,2,Invariant
Fee Payers,2022-10-06,88,Aldrin
Signers,2022-10-06,4,Crema
Signers,2022-10-06,2,Invariant
Fee Payers,2022-10-06,37,Saber
Signers,2022-10-06,176,Aldrin
Signers,2022-10-06,7,Cykura
Signers,2022-10-06,2,GooseFX
Signers,2022-10-06,10,Step Finance
Signers,2022-10-06,86,Mercurial
Signers,2022-10-06,5697,Raydium
Fee Payers,2022-10-06,37,Mercurial
Fee Payers,2022-10-06,1207,Orca
Signers,2023-03-16,9,Saber
Signers,2023-03-16,4331,Raydium
Signers,2023-03-16,32,Mercurial
Fee Payers,2023-03-16,4,Lifinity
Signers,2023-03-16,2,GooseFX
Signers,2023-03-16,4,Invariant
Fee Payers,2023-03-16,9235,Jupiter Aggregator
Signers,2023-03-16,8533,Orca
Signers,2023-03-16,4,Lifinity
Signers,2023-03-16,58,Serum
Signers,2023-03-16,9267,Jupiter Aggregator
Fee Payers,2023-03-16,2,GooseFX
Fee Payers,2023-03-16,9,Saber
Fee Payers,2023-03-16,1,Invariant
Fee Payers,2023-03-16,1769,Raydium
Fee Payers,2023-03-16,928,Orca
Fee Payers,2023-03-16,30,Aldrin
Signers,2023-03-16,3,Mango Markets
Fee Payers,2023-03-16,1,Mango Markets
Signers,2023-03-16,1609,Openbook
Fee Payers,2023-03-16,7306,Stepn
Signers,2023-03-16,4,Step Finance
Signers,2023-03-16,50,Aldrin
Signers,2023-03-16,30278,Stepn
Fee Payers,2023-03-16,3,Step Finance
Fee Payers,2023-03-16,150,Openbook
Fee Payers,2023-03-16,10,Mercurial
Fee Payers,2023-03-16,48,Serum
Signers,2023-05-28,4325,Raydium
Fee Payers,2023-05-28,12,Aldrin
Fee Payers,2023-05-28,9,Saber
Signers,2023-05-28,18488,Stepn
Fee Payers,2023-05-28,15010,Jupiter Aggregator
Signers,2023-05-28,4,Lifinity
Fee Payers,2023-05-28,2119,Raydium
Signers,2023-05-28,1,Cykura
Fee Payers,2023-05-28,1210,Orca
Fee Payers,2023-05-28,138,Openbook
Signers,2023-05-28,60,Serum
Signers,2023-05-28,15030,Jupiter Aggregator
Fee Payers,2023-05-28,1,Mercurial
Signers,2023-05-28,2,Mercurial
Signers,2023-05-28,5,Step Finance
Fee Payers,2023-05-28,53,Serum
Fee Payers,2023-05-28,1,Cykura
Signers,2023-05-28,14,Aldrin
Fee Payers,2023-05-28,4739,Stepn
Fee Payers,2023-05-28,4,Lifinity
Signers,2023-05-28,6300,Orca
Fee Payers,2023-05-28,4,Step Finance
Signers,2023-05-28,502,Openbook
Signers,2023-05-28,14,Saber
Fee Payers,2023-05-28,1,GooseFX
Signers,2023-05-28,1,GooseFX
Signers,2022-09-14,8,Step Finance
Signers,2022-09-14,32,Saber
Signers,2022-09-14,8365,Raydium
Fee Payers,2022-09-14,2453,Raydium
Signers,2022-09-14,68624,Stepn
Signers,2022-09-14,626,Aldrin
Fee Payers,2022-09-14,15974,Stepn
Signers,2022-09-14,10545,Jupiter Aggregator
Fee Payers,2022-09-14,4,GooseFX
Fee Payers,2022-09-14,1463,Orca
Fee Payers,2022-09-14,6,Invariant
Fee Payers,2022-09-14,6,Step Finance
Fee Payers,2022-09-14,549,Mango Markets
Fee Payers,2022-09-14,23,Mercurial
Signers,2022-09-14,14,Lifinity
Signers,2022-09-14,45537,Serum
Signers,2022-09-14,9859,Orca
Fee Payers,2022-09-14,10519,Jupiter Aggregator
Fee Payers,2022-09-14,6,Cykura
Signers,2022-09-14,945,Mango Markets
Fee Payers,2022-09-14,11,Lifinity
Fee Payers,2022-09-14,631,Serum
Signers,2022-09-14,6,Invariant
Fee Payers,2022-09-14,28,Saber
Signers,2022-09-14,4,GooseFX
Signers,2022-09-14,6,Cykura
Signers,2022-09-14,53,Mercurial
Fee Payers,2022-09-14,81,Aldrin
Fee Payers,2023-05-23,1,GooseFX
Fee Payers,2023-05-23,1324,Orca
Signers,2023-05-23,10217,Raydium
Fee Payers,2023-05-23,160,Openbook
Signers,2023-05-23,6,Lifinity
Fee Payers,2023-05-23,20589,Jupiter Aggregator
Fee Payers,2023-05-23,5769,Stepn
Signers,2023-05-23,4,Mercurial
Signers,2023-05-23,16,Aldrin
Signers,2023-05-23,6029,Orca
Fee Payers,2023-05-23,1,Mango Markets
Signers,2023-05-23,21999,Stepn
Signers,2023-05-23,1080,Openbook
Fee Payers,2023-05-23,6,Lifinity
Signers,2023-05-23,7,Step Finance
Fee Payers,2023-05-23,2,Mercurial
Signers,2023-05-23,43,Serum
Signers,2023-05-23,12,Saber
Fee Payers,2023-05-23,1959,Raydium
Signers,2023-05-23,1,Invariant
Signers,2023-05-23,1,GooseFX
Signers,2023-05-23,20618,Jupiter Aggregator
Signers,2023-05-23,1,Cykura
Fee Payers,2023-05-23,16,Aldrin
Fee Payers,2023-05-23,10,Saber
Fee Payers,2023-05-23,1,Invariant
Fee Payers,2023-05-23,5,Step Finance
Fee Payers,2023-05-23,36,Serum
Signers,2023-05-23,3,Mango Markets
Fee Payers,2023-05-23,1,Cykura
Signers,2023-03-07,3332,Raydium
Signers,2023-03-07,105,Aldrin
Fee Payers,2023-03-07,7294,Stepn
Signers,2023-03-07,7,Lifinity
Signers,2023-03-07,2,Invariant
Fee Payers,2023-03-07,9,Saber
Fee Payers,2023-03-07,7,Lifinity
Signers,2023-03-07,4,Step Finance
Fee Payers,2023-03-07,1516,Raydium
Signers,2023-03-07,28568,Stepn
Fee Payers,2023-03-07,1,GooseFX
Fee Payers,2023-03-07,2,Mango Markets
Signers,2023-03-07,34,Mercurial
Signers,2023-03-07,9649,Jupiter Aggregator
Signers,2023-03-07,9,Saber
Fee Payers,2023-03-07,3,Step Finance
Fee Payers,2023-03-07,173,Openbook
Fee Payers,2023-03-07,49,Serum
Signers,2023-03-07,1636,Openbook
Signers,2023-03-07,2,Mango Markets
Fee Payers,2023-03-07,9625,Jupiter Aggregator
Fee Payers,2023-03-07,49,Aldrin
Signers,2023-03-07,6304,Orca
Signers,2023-03-07,1,GooseFX
Fee Payers,2023-03-07,2,Invariant
Fee Payers,2023-03-07,1080,Orca
Signers,2023-03-07,49,Serum
Fee Payers,2023-03-07,12,Mercurial
Signers,2023-03-30,5,Lifinity
Fee Payers,2023-03-30,2,Mango Markets
Signers,2023-03-30,836,Openbook
Fee Payers,2023-03-30,915,Orca
Fee Payers,2023-03-30,6048,Stepn
Signers,2023-03-30,3,Step Finance
Fee Payers,2023-03-30,24,Aldrin
Fee Payers,2023-03-30,14,Mercurial
Signers,2023-03-30,40,Mercurial
Fee Payers,2023-03-30,8111,Jupiter Aggregator
Fee Payers,2023-03-30,3,Step Finance
Fee Payers,2023-03-30,1,GooseFX
Signers,2023-03-30,495,Serum
Signers,2023-03-30,4,Invariant
Signers,2023-03-30,1,GooseFX
Fee Payers,2023-03-30,5,Lifinity
Signers,2023-03-30,6,Saber
Fee Payers,2023-03-30,1180,Raydium
Signers,2023-03-30,3,Mango Markets
Fee Payers,2023-03-30,163,Openbook
Fee Payers,2023-03-30,6,Saber
Signers,2023-03-30,8730,Orca
Signers,2023-03-30,41,Aldrin
Signers,2023-03-30,3229,Raydium
Fee Payers,2023-03-30,4,Invariant
Signers,2023-03-30,23412,Stepn
Signers,2023-03-30,8144,Jupiter Aggregator
Fee Payers,2023-03-30,53,Serum
Signers,2023-03-13,5,Lifinity
Fee Payers,2023-03-13,41,Serum
Signers,2023-03-13,1,GooseFX
Fee Payers,2023-03-13,2,Mango Markets
Signers,2023-03-13,7961,Orca
Fee Payers,2023-03-13,1,GooseFX
Signers,2023-03-13,6,Step Finance
Fee Payers,2023-03-13,11,Saber
Signers,2023-03-13,56,Serum
Fee Payers,2023-03-13,4,Step Finance
Fee Payers,2023-03-13,5,Lifinity
Fee Payers,2023-03-13,28,Aldrin
Signers,2023-03-13,2,Mango Markets
Signers,2023-03-13,271,Aldrin
Fee Payers,2023-03-13,10716,Jupiter Aggregator
Signers,2023-03-13,29136,Stepn
Fee Payers,2023-03-13,1530,Raydium
Fee Payers,2023-03-13,15,Mercurial
Fee Payers,2023-03-13,1,Invariant
Fee Payers,2023-03-13,180,Openbook
Signers,2023-03-13,11,Saber
Signers,2023-03-13,4358,Raydium
Signers,2023-03-13,67,Mercurial
Signers,2023-03-13,1610,Openbook
Signers,2023-03-13,1,Invariant
Signers,2023-03-13,10750,Jupiter Aggregator
Fee Payers,2023-03-13,7595,Stepn
Fee Payers,2023-03-13,1255,Orca
Signers,2022-09-23,52,Saber
Signers,2022-09-23,1,Crema
Fee Payers,2022-09-23,3,Invariant
Signers,2022-09-23,10,Step Finance
Signers,2022-09-23,71,Mercurial
Fee Payers,2022-09-23,48,Saber
Fee Payers,2022-09-23,508,Mango Markets
Fee Payers,2022-09-23,30,Mercurial
Signers,2022-09-23,922,Mango Markets
Fee Payers,2022-09-23,86,Aldrin
Signers,2022-09-23,5,GooseFX
Fee Payers,2022-09-23,1388,Orca
Fee Payers,2022-09-23,2286,Raydium
Fee Payers,2022-09-23,10194,Jupiter Aggregator
Signers,2022-09-23,13809,Raydium
Fee Payers,2022-09-23,3,Cykura
Fee Payers,2022-09-23,6,Step Finance
Fee Payers,2022-09-23,5,GooseFX
Fee Payers,2022-09-23,12702,Stepn
Signers,2022-09-23,10212,Jupiter Aggregator
Signers,2022-09-23,3,Invariant
Signers,2022-09-23,48745,Serum
Signers,2022-09-23,10,Cykura
Signers,2022-09-23,13715,Orca
Signers,2022-09-23,386,Aldrin
Fee Payers,2022-09-23,1,Crema
Fee Payers,2022-09-23,9,Lifinity
Fee Payers,2022-09-23,730,Serum
Signers,2022-09-23,12,Lifinity
Signers,2022-09-23,54800,Stepn
Fee Payers,2022-12-11,637,Orca
Signers,2022-12-11,1,Cykura
Fee Payers,2022-12-11,42,Aldrin
Fee Payers,2022-12-11,217,Serum
Fee Payers,2022-12-11,1,GooseFX
Signers,2022-12-11,11,Lifinity
Fee Payers,2022-12-11,23,Mercurial
Signers,2022-12-11,2018,Raydium
Signers,2022-12-11,78,Aldrin
Fee Payers,2022-12-11,910,Raydium
Fee Payers,2022-12-11,3,Step Finance
Signers,2022-12-11,83,Mercurial
Signers,2022-12-11,5970,Jupiter Aggregator
Signers,2022-12-11,1,GooseFX
Fee Payers,2022-12-11,4,Mango Markets
Signers,2022-12-11,4,Step Finance
Fee Payers,2022-12-11,22,Saber
Fee Payers,2022-12-11,87,Openbook
Fee Payers,2022-12-11,5937,Jupiter Aggregator
Fee Payers,2022-12-11,1,Cykura
Signers,2022-12-11,37664,Stepn
Signers,2022-12-11,6,Mango Markets
Fee Payers,2022-12-11,9,Lifinity
Fee Payers,2022-12-11,8976,Stepn
Signers,2022-12-11,2561,Orca
Signers,2022-12-11,23,Saber
Signers,2022-12-11,241,Openbook
Signers,2022-12-11,252,Serum
Fee Payers,2023-02-21,4,Lifinity
Fee Payers,2023-02-21,1405,Orca
Signers,2023-02-21,1,Cykura
Fee Payers,2023-02-21,1,Mango Markets
Signers,2023-02-21,4,Step Finance
Fee Payers,2023-02-21,2040,Raydium
Fee Payers,2023-02-21,1,GooseFX
Fee Payers,2023-02-21,3,Invariant
Fee Payers,2023-02-21,3,Step Finance
Signers,2023-02-21,4,Lifinity
Fee Payers,2023-02-21,19,Mercurial
Fee Payers,2023-02-21,1,Cykura
Signers,2023-02-21,1,Mango Markets
Fee Payers,2023-02-21,11,Saber
Signers,2023-02-21,3,Invariant
Signers,2023-02-21,11477,Jupiter Aggregator
Signers,2023-02-21,71,Mercurial
Fee Payers,2023-02-21,44,Aldrin
Fee Payers,2023-02-21,7867,Stepn
Signers,2023-02-21,9409,Orca
Signers,2023-02-21,291,Aldrin
Signers,2023-02-21,1,GooseFX
Signers,2023-02-21,24,Saber
Signers,2023-02-21,1678,Openbook
Signers,2023-02-21,86,Serum
Fee Payers,2023-02-21,260,Openbook
Fee Payers,2023-02-21,64,Serum
Signers,2023-02-21,4750,Raydium
Signers,2023-02-21,30635,Stepn
Fee Payers,2023-02-21,11380,Jupiter Aggregator
Fee Payers,2023-01-08,33134,Jupiter Aggregator
Fee Payers,2023-01-08,4,Lifinity
Fee Payers,2023-01-08,15424,Raydium
Signers,2023-01-08,14853,Orca
Fee Payers,2023-01-08,25,Mercurial
Signers,2023-01-08,298,Serum
Signers,2023-01-08,7,Mango Markets
Fee Payers,2023-01-08,393,Openbook
Fee Payers,2023-01-08,6838,Stepn
Fee Payers,2023-01-08,19,Saber
Signers,2023-01-08,1,GooseFX
Signers,2023-01-08,33290,Jupiter Aggregator
Fee Payers,2023-01-08,3,Mango Markets
Fee Payers,2023-01-08,2703,Orca
Fee Payers,2023-01-08,3,Step Finance
Fee Payers,2023-01-08,263,Serum
Signers,2023-01-08,4,Lifinity
Signers,2023-01-08,26923,Stepn
Signers,2023-01-08,2968,Openbook
Fee Payers,2023-01-08,1,GooseFX
Signers,2023-01-08,21,Saber
Signers,2023-01-08,4,Step Finance
Signers,2023-01-08,38928,Raydium
Signers,2023-01-08,67,Mercurial
Signers,2023-01-08,97,Aldrin
Fee Payers,2023-01-08,48,Aldrin
Fee Payers,2023-04-08,725,Orca
Fee Payers,2023-04-08,13,Saber
Signers,2023-04-08,975,Openbook
Signers,2023-04-08,55,Serum
Signers,2023-04-08,27279,Stepn
Fee Payers,2023-04-08,7182,Jupiter Aggregator
Fee Payers,2023-04-08,5,Lifinity
Signers,2023-04-08,14,Saber
Signers,2023-04-08,25,Aldrin
Fee Payers,2023-04-08,7084,Stepn
Signers,2023-04-08,7199,Jupiter Aggregator
Fee Payers,2023-04-08,21,Aldrin
Fee Payers,2023-04-08,2,Cykura
Signers,2023-04-08,3465,Raydium
Fee Payers,2023-04-08,1,GooseFX
Fee Payers,2023-04-08,1,Invariant
Signers,2023-04-08,4049,Orca
Fee Payers,2023-04-08,10,Mercurial
Signers,2023-04-08,5,Lifinity
Signers,2023-04-08,1,GooseFX
Fee Payers,2023-04-08,53,Serum
Fee Payers,2023-04-08,4,Step Finance
Fee Payers,2023-04-08,1135,Raydium
Fee Payers,2023-04-08,130,Openbook
Signers,2023-04-08,2,Cykura
Signers,2023-04-08,23,Mercurial
Signers,2023-04-08,5,Step Finance
Signers,2023-04-08,1,Invariant
Fee Payers,2023-02-23,15,Mercurial
Signers,2023-02-23,10665,Jupiter Aggregator
Fee Payers,2023-02-23,34,Aldrin
Signers,2023-02-23,54,Serum
Signers,2023-02-23,43,Aldrin
Fee Payers,2023-02-23,10641,Jupiter Aggregator
Fee Payers,2023-02-23,232,Openbook
Fee Payers,2023-02-23,7628,Stepn
Fee Payers,2023-02-23,2075,Raydium
Fee Payers,2023-02-23,1,Cykura
Signers,2023-02-23,1348,Openbook
Fee Payers,2023-02-23,3,Step Finance
Fee Payers,2023-02-23,1,Invariant
Signers,2023-02-23,6900,Orca
Fee Payers,2023-02-23,1,GooseFX
Signers,2023-02-23,13,Saber
Signers,2023-02-23,29620,Stepn
Signers,2023-02-23,1,Invariant
Signers,2023-02-23,3,Step Finance
Signers,2023-02-23,4626,Raydium
Signers,2023-02-23,48,Mercurial
Signers,2023-02-23,1,GooseFX
Signers,2023-02-23,1,Cykura
Signers,2023-02-23,7,Lifinity
Fee Payers,2023-02-23,54,Serum
Fee Payers,2023-02-23,1275,Orca
Fee Payers,2023-02-23,7,Lifinity
Fee Payers,2023-02-23,12,Saber
Signers,2023-04-16,1061,Openbook
Fee Payers,2023-04-16,25,Aldrin
Signers,2023-04-16,1,Mango Markets
Signers,2023-04-16,3681,Raydium
Fee Payers,2023-04-16,976,Orca
Fee Payers,2023-04-16,1559,Raydium
Fee Payers,2023-04-16,34,Serum
Signers,2023-04-16,53,Serum
Fee Payers,2023-04-16,1,GooseFX
Signers,2023-04-16,4,Lifinity
Fee Payers,2023-04-16,155,Openbook
Fee Payers,2023-04-16,1,Mango Markets
Fee Payers,2023-04-16,4,Step Finance
Signers,2023-04-16,1,GooseFX
Signers,2023-04-16,43,Aldrin
Fee Payers,2023-04-16,8003,Jupiter Aggregator
Fee Payers,2023-04-16,6286,Stepn
Signers,2023-04-16,5,Step Finance
Fee Payers,2023-04-16,4,Lifinity
Signers,2023-04-16,30,Mercurial
Signers,2023-04-16,14,Saber
Signers,2023-04-16,8098,Orca
Fee Payers,2023-04-16,10,Mercurial
Signers,2023-04-16,8031,Jupiter Aggregator
Fee Payers,2023-04-16,14,Saber
Signers,2023-04-16,23875,Stepn
Signers,2022-12-10,34433,Stepn
Signers,2022-12-10,512,Openbook
Fee Payers,2022-12-10,8152,Stepn
Fee Payers,2022-12-10,6,Lifinity
Fee Payers,2022-12-10,43,Aldrin
Signers,2022-12-10,5792,Jupiter Aggregator
Fee Payers,2022-12-10,5731,Jupiter Aggregator
Signers,2022-12-10,5,Step Finance
Signers,2022-12-10,2499,Orca
Signers,2022-12-10,438,Serum
Signers,2022-12-10,1,Invariant
Fee Payers,2022-12-10,624,Orca
Fee Payers,2022-12-10,888,Raydium
Signers,2022-12-10,12,Mango Markets
Signers,2022-12-10,8,Lifinity
Signers,2022-12-10,1,Cykura
Fee Payers,2022-12-10,1,Cykura
Fee Payers,2022-12-10,20,Mercurial
Fee Payers,2022-12-10,26,Saber
Fee Payers,2022-12-10,4,Step Finance
Signers,2022-12-10,29,Saber
Fee Payers,2022-12-10,5,Mango Markets
Fee Payers,2022-12-10,252,Serum
