TYPE,DATE,WALLETS,DEX
Fee Payers,2022-12-21,46,Aldrin
Fee Payers,2022-12-21,10672,Stepn
Fee Payers,2022-12-21,1,GooseFX
Signers,2022-12-21,21,Saber
Signers,2022-12-21,9,Lifinity
Fee Payers,2022-12-21,2,Invariant
Signers,2022-12-21,73,Aldrin
Signers,2022-12-21,7318,Jupiter Aggregator
Fee Payers,2022-12-21,759,Orca
Signers,2022-12-21,1,Mango Markets
Fee Payers,2022-12-21,1,Mango Markets
Signers,2022-12-21,258,Serum
Fee Payers,2022-12-21,7197,Jupiter Aggregator
Fee Payers,2022-12-21,1016,Raydium
Fee Payers,2022-12-21,80,Openbook
Fee Payers,2022-12-21,23,Mercurial
Signers,2022-12-21,2,Invariant
Fee Payers,2022-12-21,7,Lifinity
Signers,2022-09-24,47,Saber
Signers,2022-09-24,2,Crema
Signers,2022-09-24,7,GooseFX
Fee Payers,2022-09-24,45,Saber
Signers,2022-09-24,10,Lifinity
Fee Payers,2022-09-24,2,Crema
Fee Payers,2022-09-24,474,Mango Markets
Signers,2022-09-24,6,Cykura
Fee Payers,2022-09-24,9361,Jupiter Aggregator
Signers,2022-09-24,2,Invariant
Signers,2022-09-24,54895,Stepn
Signers,2022-09-24,42939,Serum
Fee Payers,2022-09-24,7,Lifinity
Fee Payers,2022-09-24,36,Mercurial
Fee Payers,2022-09-24,4,Cykura
Fee Payers,2022-09-24,2169,Raydium
Fee Payers,2022-09-24,2,Invariant
Fee Payers,2022-09-24,5,Step Finance
Fee Payers,2022-09-24,7,GooseFX
Signers,2022-09-24,140,Aldrin
Fee Payers,2022-09-24,86,Aldrin
Fee Payers,2022-09-24,12830,Stepn
Signers,2022-09-24,9397,Jupiter Aggregator
Signers,2022-09-24,10812,Raydium
Signers,2022-09-24,921,Mango Markets
Fee Payers,2022-09-24,1322,Orca
Signers,2022-09-24,10399,Orca
Fee Payers,2022-09-24,575,Serum
Signers,2022-09-24,96,Mercurial
Signers,2022-09-24,6,Step Finance
Fee Payers,2023-03-02,2,Invariant
Fee Payers,2023-03-02,5,Step Finance
Signers,2023-03-02,73,Mercurial
Fee Payers,2023-03-02,50,Serum
Signers,2023-03-02,5895,Orca
Signers,2023-03-02,5,Lifinity
Signers,2023-03-02,66,Serum
Fee Payers,2023-03-02,13,Saber
Signers,2023-03-02,7865,Raydium
Signers,2023-03-02,1,GooseFX
Signers,2023-03-02,33705,Stepn
Fee Payers,2023-03-02,1,GooseFX
Signers,2023-03-02,13,Step Finance
Signers,2023-03-02,62,Aldrin
Signers,2023-03-02,1267,Openbook
Fee Payers,2023-03-02,227,Openbook
Signers,2023-03-02,14,Saber
Signers,2023-03-02,10033,Jupiter Aggregator
Fee Payers,2023-03-02,2100,Raydium
Fee Payers,2023-03-02,34,Aldrin
Fee Payers,2023-03-02,5,Lifinity
Fee Payers,2023-03-02,1154,Orca
Signers,2023-03-02,2,Invariant
Fee Payers,2023-03-02,8629,Stepn
Fee Payers,2023-03-02,12,Mercurial
Fee Payers,2023-03-02,10004,Jupiter Aggregator
Fee Payers,2022-11-27,1,GooseFX
Fee Payers,2022-11-27,5,Lifinity
Fee Payers,2022-11-27,6612,Jupiter Aggregator
Fee Payers,2022-11-27,229,Serum
Signers,2022-11-27,279,Serum
Fee Payers,2022-11-27,25,Mercurial
Signers,2022-11-27,5,Lifinity
Signers,2022-11-27,5,Mango Markets
Fee Payers,2022-11-27,758,Orca
Fee Payers,2022-11-27,4,Step Finance
Fee Payers,2022-11-27,3,Mango Markets
Fee Payers,2022-11-27,54,Aldrin
Signers,2022-11-27,6633,Jupiter Aggregator
Signers,2022-11-27,3841,Raydium
Fee Payers,2022-11-27,54,Openbook
Signers,2022-11-27,1,GooseFX
Fee Payers,2022-11-27,18,Saber
Signers,2022-11-27,6,Step Finance
Fee Payers,2022-11-27,9493,Stepn
Signers,2022-11-27,88,Mercurial
Signers,2022-11-27,19,Saber
Fee Payers,2022-11-27,1072,Raydium
Signers,2022-11-27,41998,Stepn
Signers,2022-11-27,2041,Openbook
Signers,2022-11-27,3736,Orca
Signers,2022-11-27,129,Aldrin
Signers,2023-05-01,1,GooseFX
Fee Payers,2023-05-01,141,Openbook
Fee Payers,2023-05-01,1,Invariant
Signers,2023-05-01,8665,Orca
Signers,2023-05-01,19,Mercurial
Signers,2023-05-01,4910,Raydium
Fee Payers,2023-05-01,1704,Orca
Fee Payers,2023-05-01,6,Saber
Fee Payers,2023-05-01,1,Cykura
Signers,2023-05-01,26427,Stepn
Signers,2023-05-01,50,Serum
Fee Payers,2023-05-01,9,Mercurial
Signers,2023-05-01,5,Step Finance
Signers,2023-05-01,13462,Jupiter Aggregator
Fee Payers,2023-05-01,1720,Raydium
Signers,2023-05-01,1214,Openbook
Fee Payers,2023-05-01,1,GooseFX
Fee Payers,2023-05-01,4,Step Finance
Fee Payers,2023-05-01,37,Serum
Fee Payers,2023-05-01,13435,Jupiter Aggregator
Fee Payers,2023-05-01,7,Lifinity
Fee Payers,2023-05-01,6866,Stepn
Signers,2023-05-01,1,Invariant
Signers,2023-05-01,53,Aldrin
Signers,2023-05-01,6,Saber
Signers,2023-05-01,59,Lifinity
Signers,2023-05-01,1,Cykura
Fee Payers,2023-05-01,25,Aldrin
Signers,2022-11-28,1,GooseFX
Fee Payers,2022-11-28,1,Cykura
Fee Payers,2022-11-28,30,Mercurial
Fee Payers,2022-11-28,65,Aldrin
Signers,2022-11-28,27,Saber
Fee Payers,2022-11-28,85,Openbook
Signers,2022-11-28,5024,Orca
Signers,2022-11-28,129,Aldrin
Signers,2022-11-28,4,Step Finance
Fee Payers,2022-11-28,9575,Stepn
Signers,2022-11-28,8358,Jupiter Aggregator
Fee Payers,2022-11-28,261,Serum
Fee Payers,2022-11-28,1,GooseFX
Signers,2022-11-28,6,Lifinity
Signers,2022-11-28,1,Invariant
Fee Payers,2022-11-28,1,Invariant
Signers,2022-11-28,4595,Raydium
Fee Payers,2022-11-28,817,Orca
Signers,2022-11-28,8,Mango Markets
Fee Payers,2022-11-28,8320,Jupiter Aggregator
Fee Payers,2022-11-28,5,Lifinity
Signers,2022-11-28,404,Serum
Fee Payers,2022-11-28,1307,Raydium
Signers,2022-11-28,2,Cykura
Signers,2022-11-28,42326,Stepn
Fee Payers,2022-11-28,5,Mango Markets
Signers,2022-11-28,2777,Openbook
Signers,2022-11-28,89,Mercurial
Fee Payers,2022-11-28,3,Step Finance
Fee Payers,2022-11-28,27,Saber
Fee Payers,2023-06-15T00:00:00.000Z,4427,Stepn
Signers,2023-06-15T00:00:00.000Z,198,Openbook
Signers,2023-06-15T00:00:00.000Z,17472,Stepn
Signers,2023-06-15T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-06-15T00:00:00.000Z,6546,Jupiter Aggregator
Signers,2023-06-15T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-15T00:00:00.000Z,4,Saber
Fee Payers,2023-06-15T00:00:00.000Z,3,Mercurial
Signers,2023-06-15T00:00:00.000Z,2,Step Finance
Fee Payers,2023-06-15T00:00:00.000Z,1,GooseFX
Signers,2023-06-15T00:00:00.000Z,6566,Jupiter Aggregator
Signers,2023-06-15T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-15T00:00:00.000Z,2,Step Finance
Signers,2023-06-15T00:00:00.000Z,5,Saber
Fee Payers,2023-06-15T00:00:00.000Z,13,Serum
Fee Payers,2023-06-15T00:00:00.000Z,1,Invariant
Signers,2023-06-15T00:00:00.000Z,6937,Orca
Signers,2023-06-15T00:00:00.000Z,8,Mercurial
Fee Payers,2023-06-15T00:00:00.000Z,1319,Raydium
Signers,2023-06-15T00:00:00.000Z,16,Serum
Signers,2023-06-15T00:00:00.000Z,11,Aldrin
Fee Payers,2023-06-15T00:00:00.000Z,80,Openbook
Fee Payers,2023-06-15T00:00:00.000Z,866,Orca
Fee Payers,2023-06-15T00:00:00.000Z,11,Aldrin
Signers,2023-06-15T00:00:00.000Z,2501,Raydium
Fee Payers,2023-06-15T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-15T00:00:00.000Z,1,Mango Markets
Signers,2023-06-15T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-06T00:00:00.000Z,109,Openbook
Fee Payers,2023-06-06T00:00:00.000Z,7371,Jupiter Aggregator
Fee Payers,2023-06-06T00:00:00.000Z,8,Saber
Fee Payers,2023-06-06T00:00:00.000Z,1635,Raydium
Signers,2023-06-06T00:00:00.000Z,10,Saber
Fee Payers,2023-06-06T00:00:00.000Z,4833,Stepn
Signers,2023-06-06T00:00:00.000Z,6386,Orca
Fee Payers,2023-06-06T00:00:00.000Z,1020,Orca
Fee Payers,2023-06-06T00:00:00.000Z,4,Mercurial
Fee Payers,2023-06-06T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-06T00:00:00.000Z,2,Invariant
Signers,2023-06-06T00:00:00.000Z,4,Step Finance
Fee Payers,2023-06-06T00:00:00.000Z,16,Aldrin
Signers,2023-06-06T00:00:00.000Z,4,Lifinity
Signers,2023-06-06T00:00:00.000Z,12,Mercurial
Signers,2023-06-06T00:00:00.000Z,18639,Stepn
Signers,2023-06-06T00:00:00.000Z,47,Serum
Signers,2023-06-06T00:00:00.000Z,18441,Raydium
Signers,2023-06-06T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-06T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-06T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-06T00:00:00.000Z,46,Serum
Signers,2023-06-06T00:00:00.000Z,961,Openbook
Signers,2023-06-06T00:00:00.000Z,2,Invariant
Signers,2023-06-06T00:00:00.000Z,22,Aldrin
Signers,2023-06-06T00:00:00.000Z,7393,Jupiter Aggregator
Fee Payers,2023-04-30,1672,Orca
Fee Payers,2023-04-30,9,Saber
Fee Payers,2023-04-30,2,Invariant
Signers,2023-04-30,4,Step Finance
Signers,2023-04-30,10,Saber
Fee Payers,2023-04-30,1374,Raydium
Signers,2023-04-30,43,Aldrin
Signers,2023-04-30,8,Lifinity
Fee Payers,2023-04-30,5792,Stepn
Signers,2023-04-30,8752,Orca
Fee Payers,2023-04-30,123,Openbook
Signers,2023-04-30,15420,Jupiter Aggregator
Signers,2023-04-30,2,Invariant
Signers,2023-04-30,22715,Stepn
Signers,2023-04-30,3472,Raydium
Fee Payers,2023-04-30,22,Aldrin
Fee Payers,2023-04-30,8,Lifinity
Fee Payers,2023-04-30,1,GooseFX
Fee Payers,2023-04-30,8,Mercurial
Signers,2023-04-30,1101,Openbook
Fee Payers,2023-04-30,15411,Jupiter Aggregator
Fee Payers,2023-04-30,54,Serum
Signers,2023-04-30,1,GooseFX
Signers,2023-04-30,16,Mercurial
Fee Payers,2023-04-30,4,Step Finance
Signers,2023-04-30,61,Serum
Fee Payers,2022-09-26,82,Aldrin
Signers,2022-09-26,5,Step Finance
Signers,2022-09-26,13554,Orca
Fee Payers,2022-09-26,553,Serum
Fee Payers,2022-09-26,6,Invariant
Signers,2022-09-26,21,Cykura
Signers,2022-09-26,893,Mango Markets
Signers,2022-09-26,49,Saber
Fee Payers,2022-09-26,8,Cykura
Signers,2022-09-26,9,GooseFX
Fee Payers,2022-09-26,42,Saber
Fee Payers,2022-09-26,30,Mercurial
Signers,2022-09-26,70,Mercurial
Fee Payers,2022-09-26,14310,Stepn
Signers,2022-09-26,61618,Stepn
Fee Payers,2022-09-26,2347,Raydium
Fee Payers,2022-09-26,472,Mango Markets
Signers,2022-09-26,13,Lifinity
Fee Payers,2022-09-26,9,GooseFX
Signers,2022-09-26,179,Aldrin
Signers,2022-09-26,13092,Raydium
Fee Payers,2022-09-26,10382,Jupiter Aggregator
Signers,2022-09-26,1,Crema
Signers,2022-09-26,10404,Jupiter Aggregator
Signers,2022-09-26,6,Invariant
Fee Payers,2022-09-26,10,Lifinity
Signers,2022-09-26,51310,Serum
Fee Payers,2022-09-26,1,Crema
Fee Payers,2022-09-26,1370,Orca
Fee Payers,2022-09-26,4,Step Finance
Fee Payers,2023-04-14,8,Mercurial
Signers,2023-04-14,27490,Stepn
Signers,2023-04-14,1592,Openbook
Fee Payers,2023-04-14,2,Cykura
Signers,2023-04-14,1,Invariant
Signers,2023-04-14,236,Serum
Signers,2023-04-14,2,Cykura
Fee Payers,2023-04-14,8,Saber
Fee Payers,2023-04-14,4,Step Finance
Signers,2023-04-14,10494,Orca
Fee Payers,2023-04-14,5,Lifinity
Signers,2023-04-14,4,Step Finance
Fee Payers,2023-04-14,1,Invariant
Signers,2023-04-14,3974,Raydium
Fee Payers,2023-04-14,28,Aldrin
Fee Payers,2023-04-14,1605,Raydium
Fee Payers,2023-04-14,2,Mango Markets
Signers,2023-04-14,1,GooseFX
Fee Payers,2023-04-14,7131,Stepn
Fee Payers,2023-04-14,1,GooseFX
Signers,2023-04-14,2,Mango Markets
Signers,2023-04-14,5,Lifinity
Fee Payers,2023-04-14,9482,Jupiter Aggregator
Fee Payers,2023-04-14,68,Serum
Signers,2023-04-14,38,Aldrin
Fee Payers,2023-04-14,183,Openbook
Signers,2023-04-14,23,Mercurial
Signers,2023-04-14,8,Saber
Signers,2023-04-14,9566,Jupiter Aggregator
Fee Payers,2023-04-14,1112,Orca
Signers,2022-12-06,1,Mango Markets
Fee Payers,2022-12-06,57,Aldrin
Fee Payers,2022-12-06,6670,Jupiter Aggregator
Signers,2022-12-06,1,GooseFX
Fee Payers,2022-12-06,9272,Stepn
Fee Payers,2022-12-06,1,GooseFX
Signers,2022-12-06,379,Serum
Fee Payers,2022-12-06,1,Mango Markets
Fee Payers,2022-12-06,18,Mercurial
Signers,2022-12-06,3723,Orca
Fee Payers,2022-12-06,254,Serum
Fee Payers,2022-12-06,15,Saber
Signers,2022-12-06,875,Openbook
Signers,2022-12-06,48,Mercurial
Fee Payers,2022-12-06,1,Invariant
Fee Payers,2022-12-06,3,Step Finance
Signers,2022-12-06,1,Invariant
Signers,2022-12-06,15,Saber
Signers,2022-12-06,41287,Stepn
Fee Payers,2022-12-06,77,Openbook
Fee Payers,2022-12-06,1062,Raydium
Signers,2022-12-06,6746,Jupiter Aggregator
Signers,2022-12-06,106,Aldrin
Signers,2022-12-06,12,Lifinity
Fee Payers,2022-12-06,10,Lifinity
Signers,2022-12-06,4,Step Finance
Signers,2022-12-06,2484,Raydium
Fee Payers,2022-12-06,757,Orca
Fee Payers,2023-02-12,32,Aldrin
Fee Payers,2023-02-12,11,Saber
Fee Payers,2023-02-12,16,Mercurial
Signers,2023-02-12,66,Serum
Fee Payers,2023-02-12,7235,Stepn
Signers,2023-02-12,4,Step Finance
Fee Payers,2023-02-12,60,Serum
Signers,2023-02-12,1,Invariant
Fee Payers,2023-02-12,1,Invariant
Signers,2023-02-12,5,Lifinity
Signers,2023-02-12,973,Openbook
Signers,2023-02-12,10077,Jupiter Aggregator
Fee Payers,2023-02-12,4,Step Finance
Fee Payers,2023-02-12,1143,Orca
Fee Payers,2023-02-12,2235,Raydium
Signers,2023-02-12,27813,Stepn
Fee Payers,2023-02-12,5,Lifinity
Signers,2023-02-12,72,Aldrin
Fee Payers,2023-02-12,230,Openbook
Signers,2023-02-12,1,GooseFX
Signers,2023-02-12,24067,Raydium
Signers,2023-02-12,15,Saber
Fee Payers,2023-02-12,1,GooseFX
Signers,2023-02-12,6710,Orca
Fee Payers,2023-02-12,1,Mango Markets
Signers,2023-02-12,43,Mercurial
Fee Payers,2023-02-12,10002,Jupiter Aggregator
Signers,2023-02-12,1,Mango Markets
Signers,2023-04-12,12,Saber
Fee Payers,2023-04-12,149,Openbook
Fee Payers,2023-04-12,1083,Orca
Signers,2023-04-12,47,Serum
Fee Payers,2023-04-12,2,Cykura
Signers,2023-04-12,992,Openbook
Fee Payers,2023-04-12,6337,Stepn
Fee Payers,2023-04-12,5,Lifinity
Signers,2023-04-12,21,Mercurial
Fee Payers,2023-04-12,8799,Jupiter Aggregator
Signers,2023-04-12,38,Aldrin
Signers,2023-04-12,24925,Stepn
Signers,2023-04-12,2,Mango Markets
Fee Payers,2023-04-12,8,Mercurial
Fee Payers,2023-04-12,28,Aldrin
Signers,2023-04-12,13024,Orca
Signers,2023-04-12,3859,Raydium
Signers,2023-04-12,8817,Jupiter Aggregator
Fee Payers,2023-04-12,4,Step Finance
Signers,2023-04-12,3,Invariant
Fee Payers,2023-04-12,3,Invariant
Fee Payers,2023-04-12,1,GooseFX
Fee Payers,2023-04-12,46,Serum
Signers,2023-04-12,2,Cykura
Signers,2023-04-12,1,GooseFX
Signers,2023-04-12,5,Step Finance
Fee Payers,2023-04-12,1372,Raydium
Fee Payers,2023-04-12,1,Mango Markets
Fee Payers,2023-04-12,11,Saber
Signers,2023-04-12,5,Lifinity
Signers,2023-02-09,3,Invariant
Signers,2023-02-09,8653,Orca
Signers,2023-02-09,1372,Openbook
Fee Payers,2023-02-09,39,Aldrin
Fee Payers,2023-02-09,10,Saber
Signers,2023-02-09,108,Serum
Signers,2023-02-09,6,Step Finance
Fee Payers,2023-02-09,1387,Orca
Signers,2023-02-09,7038,Raydium
Signers,2023-02-09,12818,Jupiter Aggregator
Signers,2023-02-09,80,Mercurial
Fee Payers,2023-02-09,2728,Raydium
Fee Payers,2023-02-09,7527,Stepn
Fee Payers,2023-02-09,1,GooseFX
Signers,2023-02-09,8,Lifinity
Fee Payers,2023-02-09,7,Lifinity
Signers,2023-02-09,1,GooseFX
Signers,2023-02-09,62,Aldrin
Signers,2023-02-09,11,Saber
Fee Payers,2023-02-09,271,Openbook
Fee Payers,2023-02-09,101,Serum
Fee Payers,2023-02-09,25,Mercurial
Fee Payers,2023-02-09,3,Invariant
Signers,2023-02-09,28069,Stepn
Fee Payers,2023-02-09,12776,Jupiter Aggregator
Fee Payers,2023-02-09,4,Step Finance
Signers,2022-09-20,5,GooseFX
Fee Payers,2022-09-20,5,Invariant
Signers,2022-09-20,27,Cykura
Fee Payers,2022-09-20,1,Crema
Signers,2022-09-20,1,Crema
Fee Payers,2022-09-20,6,Step Finance
Fee Payers,2022-09-20,5,GooseFX
Signers,2022-09-20,9,Lifinity
Fee Payers,2022-09-20,453,Mango Markets
Fee Payers,2022-09-20,42,Saber
Fee Payers,2022-09-20,28,Mercurial
Fee Payers,2022-09-20,10246,Jupiter Aggregator
Fee Payers,2022-09-20,561,Serum
Fee Payers,2022-09-20,12,Cykura
Fee Payers,2022-09-20,15030,Stepn
Signers,2022-09-20,57040,Serum
Signers,2022-09-20,11304,Orca
Signers,2022-09-20,9,Step Finance
Signers,2022-09-20,10269,Jupiter Aggregator
Signers,2022-09-20,135,Aldrin
Signers,2022-09-20,854,Mango Markets
Signers,2022-09-20,5,Invariant
Fee Payers,2022-09-20,86,Aldrin
Signers,2022-09-20,73,Mercurial
Signers,2022-09-20,9840,Raydium
Signers,2022-09-20,67252,Stepn
Fee Payers,2022-09-20,6,Lifinity
Fee Payers,2022-09-20,2338,Raydium
Signers,2022-09-20,45,Saber
Fee Payers,2022-09-20,1396,Orca
Fee Payers,2022-11-29,6,Lifinity
Signers,2022-11-29,2,Invariant
Signers,2022-11-29,144,Aldrin
Signers,2022-11-29,10,Lifinity
Fee Payers,2022-11-29,8,Mango Markets
Fee Payers,2022-11-29,70,Openbook
Signers,2022-11-29,67,Mercurial
Signers,2022-11-29,3834,Raydium
Signers,2022-11-29,4441,Orca
Fee Payers,2022-11-29,8804,Stepn
Signers,2022-11-29,7938,Jupiter Aggregator
Fee Payers,2022-11-29,1,GooseFX
Fee Payers,2022-11-29,64,Aldrin
Signers,2022-11-29,6,Step Finance
Fee Payers,2022-11-29,28,Saber
Fee Payers,2022-11-29,7888,Jupiter Aggregator
Signers,2022-11-29,38564,Stepn
Fee Payers,2022-11-29,27,Mercurial
Fee Payers,2022-11-29,4,Step Finance
Signers,2022-11-29,1,GooseFX
Fee Payers,2022-11-29,762,Orca
Fee Payers,2022-11-29,1,Cykura
Signers,2022-11-29,14,Mango Markets
Signers,2022-11-29,431,Serum
Fee Payers,2022-11-29,276,Serum
Signers,2022-11-29,2497,Openbook
Signers,2022-11-29,28,Saber
Signers,2022-11-29,1,Cykura
Fee Payers,2022-11-29,2,Invariant
Fee Payers,2022-11-29,1227,Raydium
Signers,2022-12-14,1,GooseFX
Signers,2022-12-14,4266,Orca
Signers,2022-12-14,20,Saber
Signers,2022-12-14,7290,Jupiter Aggregator
Signers,2022-12-14,3,Mango Markets
Signers,2022-12-14,1,Cykura
Fee Payers,2022-12-14,5,Lifinity
Signers,2022-12-14,229,Openbook
Fee Payers,2022-12-14,1,GooseFX
Fee Payers,2022-12-14,17,Saber
Fee Payers,2022-12-14,8311,Stepn
Signers,2022-12-14,34122,Stepn
Fee Payers,2022-12-14,3,Mango Markets
Signers,2022-12-14,95,Mercurial
Signers,2022-12-14,2668,Raydium
Signers,2022-12-14,2,Invariant
Signers,2022-12-14,4,Step Finance
Signers,2022-12-14,253,Aldrin
Signers,2022-12-14,280,Serum
Fee Payers,2022-12-14,33,Mercurial
Fee Payers,2022-12-14,1,Cykura
Fee Payers,2022-12-14,77,Openbook
Fee Payers,2022-12-14,2,Invariant
Fee Payers,2022-12-14,54,Aldrin
Fee Payers,2022-12-14,779,Orca
Fee Payers,2022-12-14,201,Serum
Fee Payers,2022-12-14,1097,Raydium
Signers,2022-12-14,6,Lifinity
Fee Payers,2022-12-14,7149,Jupiter Aggregator
Fee Payers,2022-12-14,3,Step Finance
Signers,2023-02-04,6,Lifinity
Fee Payers,2023-02-04,1397,Orca
Fee Payers,2023-02-04,3099,Raydium
Fee Payers,2023-02-04,7315,Stepn
Signers,2023-02-04,1473,Openbook
Fee Payers,2023-02-04,79,Serum
Fee Payers,2023-02-04,1,GooseFX
Signers,2023-02-04,6,Mango Markets
Fee Payers,2023-02-04,252,Openbook
Signers,2023-02-04,7342,Raydium
Fee Payers,2023-02-04,2,Mango Markets
Fee Payers,2023-02-04,46,Aldrin
Signers,2023-02-04,1,GooseFX
Signers,2023-02-04,8734,Orca
Signers,2023-02-04,4,Step Finance
Signers,2023-02-04,108,Serum
Fee Payers,2023-02-04,19,Saber
Signers,2023-02-04,48,Mercurial
Signers,2023-02-04,12221,Jupiter Aggregator
Signers,2023-02-04,20,Saber
Fee Payers,2023-02-04,3,Step Finance
Signers,2023-02-04,141,Aldrin
Signers,2023-02-04,27959,Stepn
Fee Payers,2023-02-04,6,Lifinity
Fee Payers,2023-02-04,16,Mercurial
Fee Payers,2023-02-04,12133,Jupiter Aggregator
Signers,2023-07-13T00:00:00.000Z,1,GooseFX
Signers,2023-07-13T00:00:00.000Z,327,Openbook
Signers,2023-07-13T00:00:00.000Z,4,Step Finance
Signers,2023-07-13T00:00:00.000Z,2,Invariant
Fee Payers,2023-07-13T00:00:00.000Z,1299,Raydium
Signers,2023-07-13T00:00:00.000Z,3548,Raydium
Signers,2023-07-13T00:00:00.000Z,1,Cykura
Fee Payers,2023-07-13T00:00:00.000Z,124,Openbook
Fee Payers,2023-07-13T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-13T00:00:00.000Z,9178,Jupiter Aggregator
Signers,2023-07-13T00:00:00.000Z,20737,Stepn
Signers,2023-07-13T00:00:00.000Z,13707,Orca
Signers,2023-07-13T00:00:00.000Z,5,Aldrin
Fee Payers,2023-07-13T00:00:00.000Z,1,Cykura
Fee Payers,2023-07-13T00:00:00.000Z,5299,Stepn
Fee Payers,2023-07-13T00:00:00.000Z,5,Aldrin
Fee Payers,2023-07-13T00:00:00.000Z,9,Saber
Signers,2023-07-13T00:00:00.000Z,84,Serum
Fee Payers,2023-07-13T00:00:00.000Z,1875,Orca
Fee Payers,2023-07-13T00:00:00.000Z,2,Invariant
Fee Payers,2023-07-13T00:00:00.000Z,81,Serum
Fee Payers,2023-07-13T00:00:00.000Z,2,Mercurial
Fee Payers,2023-07-13T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-13T00:00:00.000Z,5,Lifinity
Signers,2023-07-13T00:00:00.000Z,10,Saber
Signers,2023-07-13T00:00:00.000Z,6,Lifinity
Signers,2023-07-13T00:00:00.000Z,5,Mercurial
Signers,2023-07-13T00:00:00.000Z,9199,Jupiter Aggregator
Signers,2022-11-15,44,Saber
Fee Payers,2022-11-15,86,Aldrin
Fee Payers,2022-11-15,1931,Raydium
Fee Payers,2022-11-15,5,Lifinity
Fee Payers,2022-11-15,33,Mercurial
Fee Payers,2022-11-15,4,GooseFX
Fee Payers,2022-11-15,40,Saber
Signers,2022-11-15,9805,Orca
Signers,2022-11-15,7,Step Finance
Signers,2022-11-15,51039,Stepn
Signers,2022-11-15,1493,Serum
Signers,2022-11-15,2,Cykura
Fee Payers,2022-11-15,11674,Stepn
Fee Payers,2022-11-15,817,Serum
Signers,2022-11-15,100,Mercurial
Fee Payers,2022-11-15,22,Mango Markets
Signers,2022-11-15,7964,Jupiter Aggregator
Signers,2022-11-15,291,Aldrin
Fee Payers,2022-11-15,1105,Orca
Signers,2022-11-15,13010,Raydium
Fee Payers,2022-11-15,2,Invariant
Signers,2022-11-15,133,Openbook
Fee Payers,2022-11-15,31,Openbook
Fee Payers,2022-11-15,7861,Jupiter Aggregator
Fee Payers,2022-11-15,5,Step Finance
Signers,2022-11-15,45,Mango Markets
Signers,2022-11-15,2,Invariant
Signers,2022-11-15,4,GooseFX
Fee Payers,2022-11-15,2,Cykura
Signers,2022-11-15,5,Lifinity
Fee Payers,2023-06-10T00:00:00.000Z,7,Lifinity
Fee Payers,2023-06-10T00:00:00.000Z,4,Step Finance
Signers,2023-06-10T00:00:00.000Z,7,Lifinity
Fee Payers,2023-06-10T00:00:00.000Z,9,Aldrin
Signers,2023-06-10T00:00:00.000Z,367,Openbook
Fee Payers,2023-06-10T00:00:00.000Z,24,Serum
Signers,2023-06-10T00:00:00.000Z,9270,Jupiter Aggregator
Signers,2023-06-10T00:00:00.000Z,1,GooseFX
Signers,2023-06-10T00:00:00.000Z,3987,Raydium
Signers,2023-06-10T00:00:00.000Z,25244,Stepn
Signers,2023-06-10T00:00:00.000Z,25,Serum
Fee Payers,2023-06-10T00:00:00.000Z,1389,Orca
Fee Payers,2023-06-10T00:00:00.000Z,1845,Raydium
Signers,2023-06-10T00:00:00.000Z,5,Step Finance
Fee Payers,2023-06-10T00:00:00.000Z,10,Saber
Signers,2023-06-10T00:00:00.000Z,14640,Orca
Signers,2023-06-10T00:00:00.000Z,1,Invariant
Signers,2023-06-10T00:00:00.000Z,10,Saber
Fee Payers,2023-06-10T00:00:00.000Z,119,Openbook
Signers,2023-06-10T00:00:00.000Z,13,Aldrin
Signers,2023-06-10T00:00:00.000Z,13,Mercurial
Fee Payers,2023-06-10T00:00:00.000Z,5,Mercurial
Fee Payers,2023-06-10T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-10T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-10T00:00:00.000Z,6377,Stepn
Fee Payers,2023-06-10T00:00:00.000Z,9253,Jupiter Aggregator
Signers,2023-07-20T00:00:00.000Z,10042,Orca
Fee Payers,2023-07-20T00:00:00.000Z,3783,Stepn
Fee Payers,2023-07-20T00:00:00.000Z,1173,Orca
Signers,2023-07-20T00:00:00.000Z,186,Openbook
Signers,2023-07-20T00:00:00.000Z,14763,Stepn
Signers,2023-07-20T00:00:00.000Z,6,Saber
Signers,2023-07-20T00:00:00.000Z,2674,Raydium
Signers,2023-07-20T00:00:00.000Z,7406,Jupiter Aggregator
Fee Payers,2023-07-20T00:00:00.000Z,1,Cykura
Fee Payers,2023-07-20T00:00:00.000Z,7374,Jupiter Aggregator
Fee Payers,2023-07-20T00:00:00.000Z,3,Invariant
Fee Payers,2023-07-20T00:00:00.000Z,114,Openbook
Signers,2023-07-20T00:00:00.000Z,4,Lifinity
